timestamp,total_workload_groups,total_workload_quantity,real_time_quantity,batch_quantity,background_quantity,avg_priority_level,delayable_workload_groups,avg_max_delay_hours,total_cpu_units,total_ram_units,total_storage_io_units,total_network_units
2026-04-19 08:00:00,12,640,221,359,60,2.8333333333333335,8,5.833333333333333,214.68,214.03,188.81,172.94
2026-04-19 09:00:00,11,705,271,365,69,3.5454545454545454,5,3.727272727272727,240.52,239.75,242.15,195.49
2026-04-19 10:00:00,11,764,363,328,73,3.3636363636363638,6,5.363636363636363,275.28,264.51,198.24,215.58
2026-04-19 11:00:00,12,784,315,376,93,3.25,9,6.333333333333333,355.7,268.44,191.9,203.2
2026-04-19 12:00:00,11,689,356,265,68,2.909090909090909,7,5.363636363636363,244.28,233.32,182.62,158.01
2026-04-19 13:00:00,10,761,365,340,56,3.1,6,5.0,233.57999999999998,265.1,228.88,175.18
2026-04-19 14:00:00,9,670,313,302,55,3.3333333333333335,5,5.222222222222222,238.36,250.64000000000001,199.9,184.6
2026-04-19 15:00:00,15,839,337,406,96,3.066666666666667,10,5.866666666666666,299.48,305.88,241.15,195.29
2026-04-19 16:00:00,9,666,346,274,46,3.0,6,5.555555555555555,238.31,203.76999999999998,156.20000000000002,159.52
2026-04-19 17:00:00,14,745,329,355,61,2.9285714285714284,10,6.857142857142857,259.65,251.2,199.83,221.95
2026-04-19 18:00:00,16,842,382,381,79,3.25,10,5.5,328.53000000000003,269.27,231.95,198.3
2026-04-19 19:00:00,8,698,297,318,83,2.875,5,5.75,248.19,229.59,173.03,149.07999999999998
2026-04-19 20:00:00,12,689,299,302,88,2.9166666666666665,9,5.666666666666667,217.65,254.53,193.7,210.08
2026-04-19 21:00:00,13,668,281,323,64,3.3076923076923075,8,5.538461538461538,242.29999999999998,212.06,197.28,176.52
2026-04-19 22:00:00,10,669,233,351,85,3.5,5,2.3,244.76,224.95,167.31,161.62
2026-04-19 23:00:00,11,543,186,307,50,2.909090909090909,8,5.2727272727272725,187.19,184.01,153.24,153.07
2026-04-20 00:00:00,13,471,175,221,75,3.3846153846153846,7,3.076923076923077,169.14,133.78,145.93,111.73
2026-04-20 01:00:00,11,471,257,152,62,3.1818181818181817,6,3.4545454545454546,164.55,147.3,114.51,148.37
2026-04-20 02:00:00,12,486,216,201,69,3.1666666666666665,7,3.25,160.15,172.43,115.92,109.92
2026-04-20 03:00:00,14,436,154,209,73,3.0714285714285716,10,4.071428571428571,151.87,128.97,122.6,104.09
2026-04-20 04:00:00,8,411,203,152,56,3.125,5,2.625,163.22,140.76,101.09,114.61
2026-04-20 05:00:00,13,620,333,217,70,3.076923076923077,7,1.6923076923076923,248.57,215.27,151.05,147.78
2026-04-20 06:00:00,10,538,265,177,96,3.0,6,2.4,184.69,171.0,151.89000000000001,149.51
2026-04-20 07:00:00,12,614,277,214,123,3.0833333333333335,6,4.25,207.57,204.09,135.35,148.89
2026-04-20 08:00:00,10,643,253,316,74,3.2,6,5.8,224.85999999999999,232.01,191.94,157.48
2026-04-20 09:00:00,12,769,392,288,89,3.25,8,4.75,258.05,264.99,188.24,200.01999999999998
2026-04-20 10:00:00,10,774,388,316,70,3.3,6,4.8,264.79,243.47,198.4,229.05
2026-04-20 11:00:00,10,762,304,360,98,3.2,6,5.7,282.28,245.36,211.88,194.53
2026-04-20 12:00:00,8,751,445,237,69,3.5,4,4.125,322.1,276.41,219.53,206.97
2026-04-20 13:00:00,9,776,395,318,63,3.111111111111111,6,5.666666666666667,297.99,263.58,207.82999999999998,177.44
2026-04-20 14:00:00,10,692,388,235,69,3.3,7,5.9,281.48,226.91,167.36,199.58
2026-04-20 15:00:00,13,755,437,238,80,3.230769230769231,9,5.6923076923076925,288.66,317.31,184.42,180.94
2026-04-20 16:00:00,13,724,375,274,75,3.076923076923077,8,5.615384615384615,309.78,275.36,195.56,212.1
2026-04-20 17:00:00,9,732,402,257,73,3.2222222222222223,6,5.0,269.21,261.69,194.75,204.62
2026-04-20 18:00:00,9,664,365,254,45,3.3333333333333335,6,6.333333333333333,282.65999999999997,237.98,201.44,179.47
2026-04-20 19:00:00,12,581,257,260,64,3.4166666666666665,6,4.0,232.26,181.53,130.49,170.74
2026-04-20 20:00:00,13,637,261,309,67,2.6153846153846154,9,4.384615384615385,235.75,221.56,177.45000000000002,172.24
2026-04-20 21:00:00,13,624,295,246,83,3.0,8,4.923076923076923,249.16,197.26,163.99,150.15
2026-04-20 22:00:00,13,543,270,171,102,3.076923076923077,8,3.230769230769231,200.07,180.35,134.84,148.24
2026-04-20 23:00:00,11,614,245,244,125,3.090909090909091,8,3.909090909090909,216.56,212.24,165.51999999999998,177.56
2026-04-21 00:00:00,11,450,198,172,80,3.1818181818181817,7,5.454545454545454,181.78,144.37,116.82,119.1
2026-04-21 01:00:00,10,477,267,146,64,2.9,7,3.2,183.3,169.69,112.81,162.88
2026-04-21 02:00:00,15,570,220,245,105,2.8,10,3.2,189.43,193.47,149.58,145.32
2026-04-21 03:00:00,10,524,246,193,85,2.8,7,3.3,187.37,155.25,116.76,148.76
2026-04-21 04:00:00,12,458,239,137,82,3.0,7,2.8333333333333335,174.08,147.93,121.02,139.6
2026-04-21 05:00:00,13,451,206,150,95,2.8461538461538463,8,3.6153846153846154,165.73,148.09,106.09,111.38
2026-04-21 06:00:00,12,510,223,223,64,2.8333333333333335,8,5.333333333333333,173.15,177.4,144.12,141.59
2026-04-21 07:00:00,14,565,204,251,110,3.642857142857143,8,1.9285714285714286,201.1,185.95,165.28,136.93
2026-04-21 08:00:00,14,582,222,273,87,2.642857142857143,9,4.071428571428571,220.72,187.44,140.88,155.22
2026-04-21 09:00:00,11,679,336,281,62,3.3636363636363638,5,4.2727272727272725,241.94,255.85,183.17000000000002,159.87
2026-04-21 10:00:00,9,596,316,182,98,3.5555555555555554,5,4.111111111111111,226.11,219.4,167.13,159.82999999999998
2026-04-21 11:00:00,9,800,420,329,51,3.5555555555555554,5,4.888888888888889,297.96,285.03000000000003,225.22,188.79
2026-04-21 12:00:00,12,725,353,281,91,3.4166666666666665,6,3.1666666666666665,284.73,230.17000000000002,181.51,197.82999999999998
2026-04-21 13:00:00,13,808,471,278,59,2.8461538461538463,8,4.846153846153846,316.05,273.49,184.85999999999999,227.91
2026-04-21 14:00:00,13,729,443,239,47,3.1538461538461537,9,6.3076923076923075,284.12,228.98000000000002,168.88,202.68
2026-04-21 15:00:00,14,774,367,348,59,2.857142857142857,10,4.857142857142857,282.84,277.18,217.22,166.07
2026-04-21 16:00:00,13,715,422,260,33,3.6923076923076925,7,5.6923076923076925,282.81,263.35,178.95,198.12
2026-04-21 17:00:00,14,754,401,276,77,3.4285714285714284,8,5.0,251.46,269.02,190.31,215.46
2026-04-21 18:00:00,13,810,447,292,71,3.1538461538461537,9,5.153846153846154,304.52,265.82,201.61,233.2
2026-04-21 19:00:00,12,581,268,256,57,3.25,7,3.0833333333333335,196.42000000000002,174.65,143.45,166.79
2026-04-21 20:00:00,11,658,320,287,51,2.727272727272727,7,5.454545454545454,266.77,229.04,196.15,173.06
2026-04-21 21:00:00,9,604,302,237,65,3.0,6,4.666666666666667,223.89,206.89,150.15,147.24
2026-04-21 22:00:00,14,481,209,175,97,3.142857142857143,8,3.857142857142857,188.43,156.53,137.5,127.41
2026-04-21 23:00:00,10,594,279,223,92,4.2,4,2.8,224.06,185.6,154.68,123.41
2026-04-22 00:00:00,13,584,245,226,113,3.230769230769231,8,3.3076923076923075,196.41,177.85,170.91,144.68
2026-04-22 01:00:00,12,518,204,194,120,3.0,9,4.416666666666667,204.46,158.07,143.12,133.82
2026-04-22 02:00:00,13,626,276,263,87,2.923076923076923,8,4.153846153846154,234.26,190.11,165.2,159.82999999999998
2026-04-22 03:00:00,11,513,255,177,81,3.5454545454545454,5,4.545454545454546,196.52,162.62,130.69,151.55
2026-04-22 04:00:00,12,540,219,221,100,3.1666666666666665,7,3.5833333333333335,188.38,176.59,150.85999999999999,137.88
2026-04-22 05:00:00,13,533,228,218,87,2.923076923076923,9,4.0,205.70000000000002,174.46,136.65,129.51
2026-04-22 06:00:00,13,473,211,168,94,3.1538461538461537,9,4.076923076923077,175.13,164.63,119.01,109.02
2026-04-22 07:00:00,7,538,220,242,76,3.2857142857142856,4,2.7142857142857144,172.02,188.13,155.37,129.61
2026-04-22 08:00:00,10,599,289,222,88,3.2,6,4.4,204.19,211.68,172.14000000000001,150.78
2026-04-22 09:00:00,12,702,360,280,62,3.4166666666666665,7,5.083333333333333,254.01,263.39,183.06,205.66
2026-04-22 10:00:00,11,736,373,263,100,2.727272727272727,8,6.090909090909091,262.58,269.62,171.70000000000002,204.97
2026-04-22 11:00:00,13,657,399,204,54,3.5384615384615383,7,4.615384615384615,234.92,230.86,178.33,191.56
2026-04-22 12:00:00,10,683,358,277,48,3.5,6,4.7,236.56,244.31,189.04,197.28
2026-04-22 13:00:00,12,840,392,380,68,2.4166666666666665,9,6.916666666666667,331.34,316.61,250.17000000000002,236.26
2026-04-22 14:00:00,10,696,402,232,62,3.2,7,4.2,246.21,245.47,181.61,198.5
2026-04-22 15:00:00,11,735,404,265,66,3.090909090909091,7,5.090909090909091,290.8,287.16,167.54,171.04999999999998
2026-04-22 16:00:00,10,737,328,334,75,3.0,6,5.7,288.99,256.75,201.09,186.31
2026-04-22 17:00:00,10,623,341,212,70,2.9,7,5.2,231.45,221.04,154.51999999999998,148.1
2026-04-22 18:00:00,12,603,348,210,45,3.0833333333333335,7,4.833333333333333,215.37,205.9,151.51,175.60999999999999
2026-04-22 19:00:00,13,693,334,274,85,3.4615384615384617,7,3.923076923076923,272.13,243.47,192.21,209.74
2026-04-22 20:00:00,12,789,345,364,80,3.4166666666666665,6,4.25,314.51,291.2,214.57,200.26
2026-04-22 21:00:00,14,655,323,273,59,2.642857142857143,10,6.071428571428571,230.67000000000002,254.99,173.77,193.99
2026-04-22 22:00:00,11,542,210,258,74,3.1818181818181817,8,3.0,194.18,212.79,158.75,125.08
2026-04-22 23:00:00,14,557,237,247,73,2.9285714285714284,9,2.2142857142857144,212.8,173.6,156.09,146.28
2026-04-23 00:00:00,14,567,219,276,72,2.9285714285714284,10,4.857142857142857,213.6,182.0,149.0,148.87
2026-04-23 01:00:00,13,481,227,181,73,3.230769230769231,8,4.153846153846154,160.55,156.63,124.78,144.88
2026-04-23 02:00:00,9,518,246,185,87,3.111111111111111,6,4.111111111111111,179.79,173.89,133.07,125.22
2026-04-23 03:00:00,14,447,181,225,41,3.4285714285714284,8,3.0714285714285716,152.01999999999998,148.23,127.14,105.61
2026-04-23 04:00:00,11,554,229,241,84,2.8181818181818183,8,4.7272727272727275,194.81,202.42,130.61,165.49
2026-04-23 05:00:00,15,642,235,253,154,3.3333333333333335,9,3.2666666666666666,231.3,185.81,188.97,164.41
2026-04-23 06:00:00,9,516,239,180,97,3.2222222222222223,5,4.777777777777778,171.59,159.34,139.02,137.32
2026-04-23 07:00:00,9,545,229,243,73,3.4444444444444446,5,4.333333333333333,212.43,165.05,147.26999999999998,139.62
2026-04-23 08:00:00,12,574,232,280,62,3.3333333333333335,7,4.833333333333333,211.69,192.48,151.27,127.58
2026-04-23 09:00:00,14,634,349,226,59,3.2142857142857144,9,4.785714285714286,243.79,219.95,164.84,164.64
2026-04-23 10:00:00,11,710,353,262,95,3.5454545454545454,7,4.909090909090909,260.27,245.79,183.59,209.01999999999998
2026-04-23 11:00:00,13,802,400,311,91,2.8461538461538463,9,6.923076923076923,308.33,281.77,232.81,244.24
2026-04-23 12:00:00,12,664,355,239,70,3.1666666666666665,6,4.416666666666667,242.13,248.59,183.52,194.38
2026-04-23 13:00:00,10,639,347,233,59,3.5,5,4.0,241.04,224.18,162.46,173.4
2026-04-23 14:00:00,13,806,395,314,97,3.076923076923077,9,5.615384615384615,291.15,256.15,192.10999999999999,217.04000000000002
2026-04-23 15:00:00,15,700,403,189,108,3.3333333333333335,9,4.533333333333333,262.86,230.51,160.17,172.69
2026-04-23 16:00:00,12,711,355,270,86,2.9166666666666665,8,5.5,260.56,245.76999999999998,197.39000000000001,183.3
2026-04-23 17:00:00,14,718,406,249,63,2.7857142857142856,10,5.571428571428571,254.6,214.04,157.73,225.79999999999998
2026-04-23 18:00:00,12,719,374,276,69,3.3333333333333335,8,6.666666666666667,259.28,203.18,185.9,184.37
2026-04-23 19:00:00,11,667,370,240,57,3.1818181818181817,7,5.818181818181818,285.56,230.68,162.87,144.47
2026-04-23 20:00:00,15,716,367,280,69,3.2,10,5.933333333333334,287.96,255.97,191.01,169.93
2026-04-23 21:00:00,13,587,264,246,77,2.923076923076923,8,6.3076923076923075,208.39000000000001,192.69,144.89,151.07
2026-04-23 22:00:00,14,460,220,186,54,2.642857142857143,10,4.428571428571429,165.07,163.2,129.68,143.02
2026-04-23 23:00:00,13,522,252,175,95,3.076923076923077,8,4.538461538461538,197.87,170.67000000000002,116.6,122.94
2026-04-24 00:00:00,8,592,240,266,86,2.75,5,4.625,242.3,206.23,201.81,137.92000000000002
2026-04-24 01:00:00,13,490,237,182,71,3.4615384615384617,7,2.6923076923076925,163.87,170.37,114.7,143.08
2026-04-24 02:00:00,10,578,209,258,111,3.2,7,2.1,211.89,177.5,195.37,139.43
2026-04-24 03:00:00,11,485,270,143,72,3.6363636363636362,5,2.5454545454545454,186.08,171.87,129.67000000000002,155.32
2026-04-24 04:00:00,9,408,154,165,89,3.111111111111111,6,3.0,152.18,127.7,113.39,112.03
2026-04-24 05:00:00,12,581,276,214,91,3.25,6,2.5,206.44,204.61,143.88,147.92
2026-04-24 06:00:00,11,587,220,255,112,3.4545454545454546,7,3.5454545454545454,196.6,180.07,173.43,164.68
2026-04-24 07:00:00,13,584,281,208,95,2.923076923076923,9,4.461538461538462,210.72,202.83,142.4,146.8
2026-04-24 08:00:00,11,606,268,287,51,3.5454545454545454,8,6.0,235.79,194.54999999999998,155.16,170.8
2026-04-24 09:00:00,11,668,341,254,73,3.1818181818181817,7,5.363636363636363,242.21,225.22,158.03,162.05
2026-04-24 10:00:00,9,711,401,220,90,3.5555555555555554,5,7.0,287.71999999999997,271.29,162.08,216.85
2026-04-24 11:00:00,9,713,389,261,63,3.0,6,5.0,269.02,240.48,210.47,207.8
2026-04-24 12:00:00,14,664,351,250,63,3.357142857142857,8,4.071428571428571,253.4,208.54,180.64,185.8
2026-04-24 13:00:00,13,690,385,236,69,3.4615384615384617,7,4.769230769230769,245.41,259.9,163.15,185.03
2026-04-24 14:00:00,12,891,491,312,88,3.5,6,4.0,320.77,325.15,249.68,216.86
2026-04-24 15:00:00,12,805,498,252,55,3.1666666666666665,6,3.5833333333333335,321.52,272.3,182.79000000000002,236.68
2026-04-24 16:00:00,11,649,332,268,49,3.0,8,5.545454545454546,243.1,191.92000000000002,169.28,145.84
2026-04-24 17:00:00,11,735,379,291,65,3.4545454545454546,6,5.2727272727272725,238.44,254.35,146.41,191.89
2026-04-24 18:00:00,12,677,364,230,83,3.1666666666666665,8,5.916666666666667,295.85,219.05,176.63,187.59
2026-04-24 19:00:00,12,596,302,236,58,3.25,6,4.166666666666667,217.75,221.45,148.0,156.88
2026-04-24 20:00:00,13,700,358,281,61,3.1538461538461537,8,5.6923076923076925,238.57999999999998,262.02,173.4,182.56
2026-04-24 21:00:00,13,577,293,227,57,3.230769230769231,9,6.3076923076923075,213.14,210.94,163.32999999999998,167.83
2026-04-24 22:00:00,10,536,266,200,70,3.5,5,2.1,199.31,200.5,135.07999999999998,141.53
2026-04-24 23:00:00,10,523,278,201,44,3.5,5,2.7,188.38,175.59,136.1,146.78
2026-04-25 00:00:00,9,461,105,291,65,3.3333333333333335,5,2.5555555555555554,170.06,143.67,118.53,105.38
2026-04-25 01:00:00,13,606,174,354,78,2.5384615384615383,10,4.153846153846154,216.39000000000001,183.83,191.32,155.43
2026-04-25 02:00:00,13,581,186,317,78,2.8461538461538463,9,4.0,216.01,172.19,166.38,137.29
2026-04-25 03:00:00,12,593,189,315,89,2.9166666666666665,8,2.9166666666666665,196.85,202.67000000000002,168.32,146.96
2026-04-25 04:00:00,10,525,274,210,41,3.7,5,2.8,212.77,169.84,137.08,140.26999999999998
2026-04-25 05:00:00,9,380,156,137,87,2.7777777777777777,6,4.777777777777778,132.23000000000002,119.12,98.25,92.11
2026-04-25 06:00:00,9,537,210,250,77,3.7777777777777777,4,2.888888888888889,218.09,199.41,163.17,140.25
2026-04-25 07:00:00,11,548,216,257,75,2.727272727272727,8,5.454545454545454,166.93,194.2,154.9,158.19
2026-04-25 08:00:00,12,562,186,302,74,3.0833333333333335,8,6.25,240.66,188.85,174.35,130.61
2026-04-25 09:00:00,10,737,329,350,58,2.8,7,5.8,304.45,251.13,251.57,208.95000000000002
2026-04-25 10:00:00,8,712,303,342,67,3.75,4,4.375,249.89000000000001,266.02,229.63,196.69
2026-04-25 11:00:00,11,684,297,336,51,3.272727272727273,7,4.2727272727272725,205.41,230.64000000000001,211.69,182.41
2026-04-25 12:00:00,12,703,332,300,71,2.6666666666666665,9,6.75,228.92,222.98,200.02,162.75
2026-04-25 13:00:00,11,748,348,325,75,3.0,8,6.818181818181818,251.04000000000002,253.18,187.41,224.51
2026-04-25 14:00:00,15,660,316,253,91,3.2666666666666666,9,4.333333333333333,234.6,220.04,204.07999999999998,185.39
2026-04-25 15:00:00,12,876,438,333,105,3.0,8,4.416666666666667,316.5,286.33,247.24,238.8
2026-04-25 16:00:00,9,707,333,328,46,3.5555555555555554,5,4.666666666666667,296.34,269.09999999999997,197.43,161.38
2026-04-25 17:00:00,12,838,415,371,52,3.1666666666666665,7,5.0,310.09000000000003,295.84000000000003,250.96,209.5
2026-04-25 18:00:00,11,741,334,353,54,2.6363636363636362,7,6.363636363636363,296.52,262.29,240.55,198.58
2026-04-25 19:00:00,10,696,259,355,82,3.8,4,3.5,238.26,229.7,166.04,170.1
2026-04-25 20:00:00,11,657,260,364,33,3.5454545454545454,7,5.454545454545454,254.73,223.38,215.27,166.87
2026-04-25 21:00:00,7,577,206,314,57,3.142857142857143,4,4.714285714285714,224.03,176.82,191.53,166.13
2026-04-25 22:00:00,12,575,225,277,73,2.9166666666666665,9,3.8333333333333335,192.04,210.34,141.54,144.62
2026-04-25 23:00:00,9,465,185,189,91,3.888888888888889,4,1.5555555555555556,171.43,173.43,138.66,115.83
2026-04-26 00:00:00,11,495,129,268,98,3.4545454545454546,6,4.454545454545454,207.01,160.74,138.9,128.73
2026-04-26 01:00:00,12,435,190,195,50,2.8333333333333335,8,4.583333333333333,159.3,136.52,130.8,109.72999999999999
2026-04-26 02:00:00,8,539,163,317,59,3.75,4,2.25,191.82999999999998,190.06,138.17,111.17999999999999
2026-04-26 03:00:00,13,545,180,269,96,3.0,8,3.6923076923076925,212.62,184.85,158.32,132.85999999999999
2026-04-26 04:00:00,10,527,181,246,100,3.2,6,4.4,216.92,179.4,159.35,125.29
2026-04-26 05:00:00,12,574,192,313,69,3.25,7,2.25,179.22,180.7,181.54,118.51
2026-04-26 06:00:00,11,552,138,332,82,3.3636363636363638,6,3.5454545454545454,214.98,161.04,178.48,130.05
2026-04-26 07:00:00,10,609,231,299,79,3.1,5,3.0,233.81,199.64000000000001,164.08,158.74
2026-04-26 08:00:00,11,583,195,344,44,2.727272727272727,8,7.090909090909091,210.52,207.36,161.25,138.99
2026-04-26 09:00:00,13,663,311,303,49,3.3076923076923075,7,4.3076923076923075,264.82,245.01,164.64000000000001,155.07999999999998
2026-04-26 10:00:00,13,733,325,324,84,3.230769230769231,7,5.230769230769231,291.49,242.59,176.76,172.88
2026-04-26 11:00:00,13,801,410,351,40,3.6153846153846154,8,5.384615384615385,301.31,277.5,232.5,207.45000000000002
2026-04-26 12:00:00,10,766,402,303,61,2.9,7,5.4,312.83,246.62,190.29,206.86
2026-04-26 13:00:00,10,781,408,308,65,2.9,7,4.5,285.12,221.09,191.07999999999998,226.38
2026-04-26 14:00:00,14,701,320,339,42,3.0,9,6.642857142857143,231.03,239.45,207.3,189.14
2026-04-26 15:00:00,14,739,350,331,58,3.0714285714285716,8,4.5,264.89,234.95,229.48000000000002,209.88
2026-04-26 16:00:00,12,758,355,294,109,3.1666666666666665,7,6.666666666666667,318.93,274.38,221.08,218.37
2026-04-26 17:00:00,12,789,328,392,69,3.75,7,5.083333333333333,320.54,279.69,181.54,183.16
2026-04-26 18:00:00,13,893,401,392,100,2.769230769230769,9,6.230769230769231,317.67,278.93,249.44,224.73
2026-04-26 19:00:00,13,739,238,403,98,3.5384615384615383,7,4.615384615384615,298.44,219.35,203.53,173.85
2026-04-26 20:00:00,10,680,292,322,66,3.1,7,6.0,241.28,261.4,191.03,143.76999999999998
2026-04-26 21:00:00,14,718,239,383,96,3.2142857142857144,8,5.642857142857143,275.95,238.37,209.14000000000001,205.15
2026-04-26 22:00:00,9,504,185,270,49,3.5555555555555554,4,3.4444444444444446,163.42,163.51,150.96,129.59
2026-04-26 23:00:00,11,620,212,333,75,3.1818181818181817,7,6.7272727272727275,239.36,190.46,179.09,170.46
2026-04-27 00:00:00,14,565,260,195,110,2.9285714285714284,9,3.642857142857143,191.99,184.98,144.52,143.32
2026-04-27 01:00:00,8,495,236,180,79,3.125,5,3.625,199.53,189.89,119.97999999999999,125.97
2026-04-27 02:00:00,14,476,171,236,69,3.0,9,4.0,197.09,143.92,148.22,108.09
2026-04-27 03:00:00,11,558,279,219,60,3.090909090909091,7,4.7272727272727275,201.41,201.16,169.87,163.26
2026-04-27 04:00:00,9,516,246,209,61,2.888888888888889,6,4.444444444444445,202.52,188.52,158.54999999999998,151.31
2026-04-27 05:00:00,11,483,230,177,76,3.0,8,6.090909090909091,181.73999999999998,160.85,119.56,129.65
2026-04-27 06:00:00,9,502,273,136,93,2.888888888888889,6,3.111111111111111,186.8,164.19,131.24,136.7
2026-04-27 07:00:00,12,469,222,175,72,3.5,6,3.5,167.34,155.81,139.59,113.57
2026-04-27 08:00:00,12,626,237,318,71,3.4166666666666665,6,4.25,243.0,210.85999999999999,200.81,147.89
2026-04-27 09:00:00,11,752,418,288,46,2.909090909090909,8,6.0,298.15,261.4,201.09,208.53
2026-04-27 10:00:00,12,703,341,284,78,2.6666666666666665,9,8.0,269.85,247.46,201.44,211.38
2026-04-27 11:00:00,10,720,377,262,81,3.1,6,5.6,273.53,231.87,170.57999999999998,154.21
2026-04-27 12:00:00,10,723,367,281,75,3.4,5,3.8,283.55,218.85,178.22,202.21
2026-04-27 13:00:00,11,725,369,280,76,2.727272727272727,8,6.090909090909091,298.32,254.03,213.48999999999998,220.13
2026-04-27 14:00:00,10,691,378,255,58,3.1,7,4.6,263.98,250.43,186.19,233.87
2026-04-27 15:00:00,12,739,390,287,62,2.8333333333333335,8,4.916666666666667,271.65,229.19,198.94,203.20000000000002
2026-04-27 16:00:00,10,756,427,256,73,3.3,5,4.0,297.69,229.42000000000002,230.19,212.46
2026-04-27 17:00:00,10,788,398,307,83,2.9,6,5.7,319.94,249.15,224.04999999999998,202.09
2026-04-27 18:00:00,12,659,306,297,56,2.6666666666666665,9,4.916666666666667,240.36,225.97,144.66,180.55
2026-04-27 19:00:00,13,636,327,236,73,3.1538461538461537,8,6.153846153846154,215.93,204.88,172.71,167.33
2026-04-27 20:00:00,15,620,288,250,82,3.0,9,5.2,230.91,217.03,162.16,147.42
2026-04-27 21:00:00,12,542,282,185,75,3.4166666666666665,7,5.583333333333333,194.9,179.19,145.31,143.65
2026-04-27 22:00:00,15,516,233,205,78,3.2666666666666666,9,3.8,195.39000000000001,175.34,128.23,126.91
2026-04-27 23:00:00,11,546,203,266,77,2.6363636363636362,8,4.636363636363637,227.91,199.48,163.1,134.68
2026-04-28 00:00:00,13,532,215,214,103,3.1538461538461537,8,4.6923076923076925,188.46,174.18,145.5,144.71
2026-04-28 01:00:00,10,469,206,213,50,3.6,4,2.0,187.75,158.8,145.09,117.35
2026-04-28 02:00:00,11,576,254,252,70,3.0,8,3.8181818181818183,232.7,212.27,154.13,149.6
2026-04-28 03:00:00,11,592,221,270,101,3.0,7,2.4545454545454546,218.99,203.21,160.94,127.18
2026-04-28 04:00:00,11,468,176,200,92,2.909090909090909,8,4.818181818181818,176.03,142.07,113.74,113.24
2026-04-28 05:00:00,12,597,214,303,80,3.4166666666666665,7,3.5833333333333335,217.61,176.42000000000002,177.78,131.48
2026-04-28 06:00:00,16,495,262,187,46,3.0625,10,3.4375,186.3,180.69,129.3,125.59
2026-04-28 07:00:00,11,539,258,206,75,3.1818181818181817,7,4.7272727272727275,192.20999999999998,188.3,150.42,143.32999999999998
2026-04-28 08:00:00,11,547,287,219,41,3.3636363636363638,6,5.181818181818182,209.22,178.59,139.56,134.05
2026-04-28 09:00:00,8,664,402,193,69,2.75,5,6.0,242.37,240.43,134.99,210.13
2026-04-28 10:00:00,14,687,374,265,48,2.9285714285714284,9,4.857142857142857,258.62,248.94,192.56,165.09
2026-04-28 11:00:00,10,760,333,343,84,3.3,5,3.3,265.79,235.09,221.93,225.38
2026-04-28 12:00:00,11,718,404,242,72,3.1818181818181817,8,4.818181818181818,269.58,242.96,202.97,182.29
2026-04-28 13:00:00,13,691,410,194,87,3.3846153846153846,7,3.923076923076923,279.38,235.23999999999998,165.34,190.94
2026-04-28 14:00:00,10,834,423,351,60,3.5,6,5.7,341.6,257.5,206.14,219.04
2026-04-28 15:00:00,10,664,367,211,86,2.8,6,6.9,261.56,241.71,145.68,169.62
2026-04-28 16:00:00,9,745,421,270,54,3.2222222222222223,5,4.777777777777778,298.4,232.29,177.45999999999998,215.73
2026-04-28 17:00:00,14,734,418,234,82,3.0,9,7.428571428571429,290.97,231.0,195.25,202.51
2026-04-28 18:00:00,12,756,396,298,62,3.0,9,6.666666666666667,296.6,242.26,206.66,202.93
2026-04-28 19:00:00,15,652,345,262,45,3.2,10,6.266666666666667,270.43,242.62,188.39000000000001,163.03
2026-04-28 20:00:00,16,626,320,227,79,3.4375,10,6.1875,246.21,207.32999999999998,142.57,188.06
2026-04-28 21:00:00,15,656,337,250,69,3.3333333333333335,9,6.133333333333334,244.41,230.62,152.21,180.96
2026-04-28 22:00:00,12,614,246,302,66,2.6666666666666665,9,4.833333333333333,230.99,201.74,165.03,162.21
2026-04-28 23:00:00,15,474,225,147,102,2.933333333333333,10,3.7333333333333334,175.74,147.65,108.06,115.23
2026-04-29 00:00:00,9,572,255,238,79,3.111111111111111,5,3.2222222222222223,224.15,196.7,158.60999999999999,154.87
2026-04-29 01:00:00,10,533,216,231,86,3.2,6,4.0,199.26,147.28,137.81,134.76
2026-04-29 02:00:00,10,510,204,232,74,3.3,7,4.3,196.69,147.84,138.94,138.76
2026-04-29 03:00:00,11,667,238,323,106,3.090909090909091,6,5.454545454545454,258.78000000000003,225.55,222.73,177.48
2026-04-29 04:00:00,13,574,268,187,119,2.6923076923076925,9,4.076923076923077,199.23,190.03,169.69,140.21
2026-04-29 05:00:00,12,507,184,243,80,3.25,6,3.3333333333333335,196.24,148.17,137.13,116.22
2026-04-29 06:00:00,16,554,192,253,109,3.3125,10,4.6875,200.05,190.16,157.45000000000002,136.89
2026-04-29 07:00:00,12,548,239,209,100,3.4166666666666665,6,2.0833333333333335,199.91,179.41,167.57,154.21
2026-04-29 08:00:00,12,576,297,208,71,3.5833333333333335,6,4.25,217.97,193.26,138.81,169.92000000000002
2026-04-29 09:00:00,10,743,342,337,64,2.9,7,7.0,276.64,268.1,188.19,177.88
2026-04-29 10:00:00,11,705,378,219,108,3.727272727272727,5,3.3636363636363638,247.62,239.96,204.72,186.71
2026-04-29 11:00:00,13,722,388,271,63,2.8461538461538463,10,7.769230769230769,268.75,230.85999999999999,177.21,196.24
2026-04-29 12:00:00,10,648,418,172,58,3.0,7,4.7,292.26,204.19,147.49,216.06
