timestamp,period_label,hour_of_day,day_of_week,is_weekend,is_public_holiday,is_daytime,is_nighttime,hours_until_night_tariff,tariff_version,base_tariff_rm_per_kwh,discount_rate,effective_tariff_rm_per_kwh,outdoor_temp_c,outdoor_humidity_percent,real_time_workload_count,batch_workload_count,background_workload_count,real_time_cpu_demand_units,batch_cpu_demand_units,background_cpu_demand_units,real_time_ram_demand_units,batch_ram_demand_units,background_ram_demand_units,real_time_network_demand_units,batch_storage_io_demand_units,avg_real_time_latency_requirement_ms,avg_batch_deadline_hours,batch_delayable_percent,required_background_reserve_percent,forecast_real_time_cpu_next_3h,forecast_batch_cpu_next_6h,forecast_effective_tariff_next_6h_avg,building_avg_rack_utilization_percent,building_avg_available_capacity_percent,building_avg_temp_c,total_it_power_kw,total_cooling_power_kw,total_facility_power_kw,pue_estimate,total_water_lph,wue_l_per_kwh,estimated_hourly_energy_cost_rm,estimated_water_liters,target_acb_floor,target_real_time_floor_count,target_batch_floor_count,target_background_reserve_met,floor_1_avg_rack_utilization_percent,floor_1_available_capacity_percent,floor_1_avg_power_kw,floor_1_avg_temp_c,floor_1_water_lph,floor_1_efficiency_score,floor_1_maintenance_rack_percent,floor_2_avg_rack_utilization_percent,floor_2_available_capacity_percent,floor_2_avg_power_kw,floor_2_avg_temp_c,floor_2_water_lph,floor_2_efficiency_score,floor_2_maintenance_rack_percent,floor_3_avg_rack_utilization_percent,floor_3_available_capacity_percent,floor_3_avg_power_kw,floor_3_avg_temp_c,floor_3_water_lph,floor_3_efficiency_score,floor_3_maintenance_rack_percent,floor_4_avg_rack_utilization_percent,floor_4_available_capacity_percent,floor_4_avg_power_kw,floor_4_avg_temp_c,floor_4_water_lph,floor_4_efficiency_score,floor_4_maintenance_rack_percent,floor_5_avg_rack_utilization_percent,floor_5_available_capacity_percent,floor_5_avg_power_kw,floor_5_avg_temp_c,floor_5_water_lph,floor_5_efficiency_score,floor_5_maintenance_rack_percent,floor_6_avg_rack_utilization_percent,floor_6_available_capacity_percent,floor_6_avg_power_kw,floor_6_avg_temp_c,floor_6_water_lph,floor_6_efficiency_score,floor_6_maintenance_rack_percent,floor_7_avg_rack_utilization_percent,floor_7_available_capacity_percent,floor_7_avg_power_kw,floor_7_avg_temp_c,floor_7_water_lph,floor_7_efficiency_score,floor_7_maintenance_rack_percent,floor_8_avg_rack_utilization_percent,floor_8_available_capacity_percent,floor_8_avg_power_kw,floor_8_avg_temp_c,floor_8_water_lph,floor_8_efficiency_score,floor_8_maintenance_rack_percent,floor_9_avg_rack_utilization_percent,floor_9_available_capacity_percent,floor_9_avg_power_kw,floor_9_avg_temp_c,floor_9_water_lph,floor_9_efficiency_score,floor_9_maintenance_rack_percent,floor_10_avg_rack_utilization_percent,floor_10_available_capacity_percent,floor_10_avg_power_kw,floor_10_avg_temp_c,floor_10_water_lph,floor_10_efficiency_score,floor_10_maintenance_rack_percent
2026-04-28 23:00:00,past,23,1,0,0,0,1,0,T2026_Q2,0.35,0.0,0.35,29.45,68.77,224,169,82,101.74,48.43,21.29,83.45,52.57,19.03,52.0,67.52,47.87,12.73,77.62,17,91.51,48.81,0.35,43.51,53.74,25.73,2025.28,828.33,2853.61,1.409,6582.79,3.25,998.76,6582.79,5,5,5,1,45.97,48.48,207.14,25.16,657.23,0.717,5.55,54.87,43.74,196.81,26.54,653.84,0.8,1.38,45.44,51.86,199.39,25.71,656.74,0.711,2.71,46.1,51.2,211.94,25.88,614.38,0.594,2.7,30.03,68.04,168.59,24.75,634.82,0.672,1.93,41.24,55.07,190.0,25.33,595.99,0.789,3.69,52.53,43.23,224.37,26.68,736.35,0.809,4.24,41.24,57.84,187.8,25.89,641.08,0.782,0.91,39.95,60.05,233.2,26.63,730.33,0.77,0.0,37.75,57.94,206.04,24.73,662.04,0.815,4.31
2026-04-29 00:00:00,past,0,2,0,0,0,1,0,T2026_Q2,0.35,0.0,0.35,28.9,81.87,235,240,74,85.16,83.59,16.57,75.61,77.1,14.68,61.55,81.4,47.42,14.32,86.24,16,75.04,62.26,0.35,46.75,49.49,26.16,2042.27,845.51,2887.77,1.414,6821.34,3.34,1010.72,6821.34,4,4,6,1,51.88,43.79,231.59,26.07,718.12,0.763,4.33,41.05,55.77,200.67,25.54,591.27,0.811,3.18,43.98,53.99,177.55,26.8,688.13,0.804,2.04,48.84,47.63,214.21,26.42,650.93,0.741,3.53,42.0,51.96,178.66,26.82,733.3,0.821,6.04,46.16,51.16,193.83,26.1,709.0,0.833,2.68,46.86,48.02,241.64,26.45,725.08,0.824,5.12,53.36,42.85,192.21,26.25,689.52,0.82,3.8,43.02,53.56,190.63,25.63,650.36,0.718,3.42,50.39,46.14,221.28,25.53,665.61,0.79,3.48
2026-04-29 01:00:00,past,1,2,0,0,0,1,0,T2026_Q2,0.35,0.0,0.35,27.53,73.99,227,214,88,86.43,73.91,20.12,82.67,79.18,16.63,60.6,87.73,47.12,12.13,77.48,16,74.12,65.37,0.35,45.03,50.77,25.88,2031.84,763.85,2795.69,1.376,6402.33,3.151,978.49,6402.33,4,4,6,1,53.88,41.45,241.6,26.41,640.37,0.71,4.67,41.56,54.4,177.16,26.8,677.28,0.722,4.04,38.34,56.39,200.85,25.54,621.94,0.776,5.26,42.47,52.69,196.07,25.61,577.08,0.746,4.84,43.59,52.03,182.02,25.89,585.95,0.75,4.37,50.21,46.07,221.51,26.81,766.72,0.791,3.72,35.98,60.54,203.93,25.23,642.31,0.867,3.47,44.06,53.9,171.1,24.95,582.7,0.794,2.04,50.02,46.13,212.31,25.93,669.86,0.818,3.85,50.19,44.08,225.3,25.69,638.11,0.757,5.73
2026-04-29 02:00:00,past,2,2,0,0,0,1,0,T2026_Q2,0.35,0.0,0.35,27.8,76.38,256,250,85,111.43,103.81,19.08,107.29,86.98,21.09,59.5,78.13,50.07,14.85,64.93,12,110.49,93.91,0.35,50.99,45.05,26.41,2222.62,858.36,3080.98,1.386,6988.92,3.144,1078.34,6988.92,4,4,6,1,49.05,44.28,203.88,27.42,712.13,0.817,6.67,52.31,44.26,249.19,25.91,590.32,0.772,3.43,60.63,36.4,245.09,26.27,734.12,0.837,2.97,52.55,47.26,206.16,26.13,663.99,0.838,0.19,58.01,40.19,250.47,26.81,741.04,0.785,1.79,47.89,50.96,228.89,25.32,705.46,0.682,1.16,43.2,50.58,176.52,24.56,604.87,0.805,6.22,56.76,36.79,237.39,27.55,740.0,0.783,6.45,48.47,48.06,216.31,26.93,835.91,0.728,3.47,40.99,51.72,208.73,27.24,661.07,0.884,7.29
2026-04-29 03:00:00,past,3,2,0,0,0,1,0,T2026_Q2,0.35,0.0,0.35,31.87,81.17,227,260,90,108.72,107.76,21.8,93.89,98.84,20.34,74.21,68.64,51.47,11.71,63.82,15,97.01,101.14,0.35,52.5,44.06,26.12,2217.79,868.12,3085.9,1.391,6845.36,3.087,1080.07,6845.36,4,4,6,1,61.35,34.23,236.72,26.45,689.07,0.864,4.42,45.72,54.28,209.25,25.11,594.53,0.828,0.0,50.91,43.82,243.34,26.23,620.97,0.818,5.27,65.8,30.55,240.26,26.73,752.59,0.758,3.65,43.94,53.15,201.12,25.14,710.16,0.731,2.91,52.01,44.95,216.52,25.13,660.25,0.772,3.03,46.98,49.87,213.85,26.34,622.16,0.841,3.14,53.86,40.09,243.8,26.55,630.78,0.773,6.05,51.61,42.47,198.24,26.56,766.78,0.693,5.92,52.82,47.16,214.68,26.93,798.07,0.742,0.02
2026-04-29 04:00:00,past,4,2,0,0,0,1,0,T2026_Q2,0.35,0.0,0.35,30.33,76.35,267,191,106,109.48,73.48,27.03,82.22,65.22,20.06,78.82,65.39,46.77,10.79,82.05,12,105.61,75.13,0.35,42.39,53.28,25.63,1996.39,747.82,2744.21,1.375,6764.58,3.388,960.47,6764.58,4,4,6,1,46.52,49.07,213.99,25.66,709.11,0.847,4.41,48.03,49.81,209.18,26.78,668.85,0.781,2.16,44.96,49.32,199.41,27.03,793.77,0.836,5.72,46.94,49.09,197.56,25.18,680.7,0.8,3.97,38.63,58.61,212.64,25.04,705.51,0.708,2.75,33.2,66.8,171.6,25.42,715.94,0.852,0.0,46.18,51.67,213.21,25.11,589.34,0.778,2.15,33.77,60.95,174.59,24.34,540.33,0.732,5.28,39.14,50.24,181.34,25.6,642.88,0.845,10.62,46.5,47.28,222.88,26.11,718.16,0.7,6.22
2026-04-29 05:00:00,past,5,2,0,0,0,1,0,T2026_Q2,0.35,0.0,0.35,29.19,79.02,177,260,95,84.46,92.19,30.41,87.74,95.19,23.11,58.3,90.59,57.57,12.9,90.18,13,82.53,86.3,0.35,49.16,46.07,26.6,2236.46,963.6,3200.07,1.431,6894.75,3.083,1120.02,6894.75,4,4,6,1,39.84,56.67,192.98,25.63,681.96,0.828,3.49,59.19,39.49,215.06,26.21,700.49,0.858,1.32,36.89,55.68,211.46,25.22,556.99,0.696,7.43,54.76,42.55,209.68,27.68,716.43,0.802,2.69,53.48,39.6,248.97,26.25,674.07,0.688,6.92,46.55,51.24,224.29,26.86,706.49,0.768,2.21,42.17,51.85,212.52,26.35,667.28,0.723,5.98,53.0,43.02,249.8,27.83,790.29,0.788,3.98,56.25,37.45,245.7,26.84,702.12,0.761,6.3,49.47,43.15,226.0,27.09,698.63,0.805,7.38
2026-04-29 06:00:00,past,6,2,0,0,0,1,0,T2026_Q2,0.35,0.0,0.35,29.81,76.13,181,231,90,80.99,83.18,20.48,70.73,85.55,21.78,44.58,76.45,49.82,15.19,70.27,17,75.77,71.65,0.35,50.95,44.94,26.26,2189.8,876.54,3066.34,1.4,6716.48,3.067,1073.22,6716.48,4,4,6,1,47.05,50.65,198.92,26.64,626.09,0.749,2.29,50.25,47.71,239.96,26.12,681.56,0.732,2.04,46.82,49.43,196.88,27.47,700.99,0.676,3.76,46.97,43.98,218.12,25.67,694.59,0.791,9.05,45.51,49.35,211.95,25.98,681.51,0.793,5.14,49.45,48.02,189.71,27.22,673.91,0.863,2.53,52.72,47.13,216.28,25.28,628.6,0.731,0.15,52.4,44.7,229.39,26.58,688.68,0.782,2.9,57.92,35.26,258.39,25.77,676.85,0.773,6.81,60.4,33.21,230.22,25.86,663.69,0.761,6.39
2026-04-29 07:00:00,past,7,2,0,0,0,1,0,T2026_Q2,0.35,0.0,0.35,31.81,77.24,247,201,98,104.77,59.55,29.99,92.5,81.09,20.5,66.21,65.34,54.19,11.49,66.94,14,95.96,58.1,0.35,49.62,48.13,26.14,2129.9,762.05,2891.95,1.358,6950.19,3.263,1012.18,6950.19,5,5,5,1,49.5,45.42,217.06,25.91,759.25,0.904,5.09,52.8,45.21,212.28,25.41,607.56,0.828,1.99,57.98,38.29,227.96,25.99,716.52,0.762,3.74,54.47,45.51,202.24,26.77,764.17,0.769,0.02,43.88,55.19,231.69,25.59,649.97,0.748,0.93,46.37,53.63,205.92,27.24,710.43,0.759,0.0,45.05,52.02,200.91,25.3,642.16,0.838,2.93,52.68,46.44,231.12,26.75,717.02,0.742,0.87,48.5,48.92,211.85,26.11,676.42,0.668,2.59,45.01,50.7,188.87,26.33,706.68,0.738,4.28
2026-04-29 08:00:00,past,8,2,0,0,1,0,14,T2026_Q2,0.5,0.0,0.5,34.24,76.9,286,238,83,112.98,58.68,23.84,117.51,90.3,13.4,87.68,78.27,64.15,6.22,79.97,15,116.63,61.53,0.5,44.42,53.07,25.91,2027.03,761.56,2788.59,1.376,6903.97,3.406,1394.29,6903.97,5,5,5,1,50.18,47.44,225.69,25.8,679.38,0.795,2.38,40.75,59.25,198.93,26.34,647.08,0.694,0.0,47.33,49.1,211.41,25.46,717.55,0.83,3.56,48.1,49.58,219.94,24.95,617.88,0.757,2.32,51.32,47.11,213.79,25.67,727.02,0.742,1.58,43.66,54.31,182.39,25.95,723.86,0.775,2.04,50.05,48.44,212.43,25.67,654.02,0.785,1.51,45.48,52.61,205.82,26.91,739.59,0.785,1.92,36.13,59.67,184.69,26.07,736.11,0.763,4.2,31.17,63.18,171.95,26.32,661.49,0.938,5.65
2026-04-29 09:00:00,past,9,2,0,0,1,0,13,T2026_Q2,0.5,0.0,0.5,35.08,73.12,359,321,85,142.68,108.89,24.41,138.13,106.79,22.71,96.62,124.42,43.85,4.51,72.66,15,156.98,99.63,0.5,49.19,47.23,26.09,2146.31,905.74,3052.06,1.422,6943.68,3.235,1526.03,6943.68,5,5,5,1,50.48,43.53,213.32,26.53,736.38,0.782,5.99,42.93,55.72,203.81,24.61,666.21,0.826,1.34,65.23,32.03,230.66,28.48,801.97,0.839,2.74,45.61,48.69,233.48,24.52,645.23,0.773,5.7,39.4,60.46,207.72,26.09,633.72,0.812,0.14,48.06,46.67,212.97,26.17,786.43,0.737,5.27,50.4,46.19,204.45,27.2,703.65,0.828,3.4,56.34,40.63,240.65,26.04,639.83,0.792,3.03,38.86,57.52,176.84,27.04,776.83,0.809,3.62,54.57,40.9,222.42,24.21,553.43,0.818,4.53
2026-04-29 10:00:00,past,10,2,0,0,1,0,12,T2026_Q2,0.5,0.0,0.5,33.43,79.32,373,302,80,136.66,98.92,16.57,114.04,88.78,22.35,118.54,109.12,37.32,5.1,86.55,19,146.35,121.22,0.5,50.01,47.53,26.72,2168.38,928.39,3096.77,1.428,7612.34,3.511,1548.39,7612.34,6,6,4,1,49.92,46.97,221.55,26.27,763.19,0.78,3.11,49.09,46.89,236.61,27.5,762.91,0.781,4.03,54.73,44.7,201.1,25.82,754.9,0.795,0.57,45.5,52.14,200.88,24.76,707.47,0.783,2.36,39.14,57.02,210.78,27.04,785.36,0.767,3.83,65.47,32.08,247.67,28.74,900.0,0.741,2.45,51.56,48.09,220.32,26.42,723.08,0.787,0.35,54.4,42.67,224.18,26.54,692.8,0.823,2.93,49.43,50.49,226.55,28.15,783.54,0.785,0.08,40.87,54.24,178.73,25.98,739.09,0.792,4.89
2026-04-29 11:00:00,past,11,2,0,0,1,0,11,T2026_Q2,0.5,0.0,0.5,33.6,78.63,350,286,67,136.92,87.52,16.52,125.47,88.17,12.07,117.53,91.64,41.19,5.62,95.0,13,161.05,83.75,0.5,51.09,44.88,26.84,2210.51,942.6,3153.11,1.426,7499.54,3.393,1576.55,7499.54,6,6,4,1,57.16,39.0,243.08,27.3,747.31,0.777,3.84,48.91,45.9,212.03,26.68,799.78,0.901,5.19,56.94,40.22,221.17,26.39,764.85,0.778,2.84,51.78,44.87,240.09,27.39,838.77,0.725,3.35,44.75,51.53,224.59,27.15,707.18,0.825,3.72,56.35,42.8,236.13,26.24,767.68,0.708,0.85,51.49,44.29,206.11,26.59,650.95,0.86,4.22,50.89,49.11,212.35,26.18,677.74,0.818,0.0,38.97,54.18,193.14,27.51,760.91,0.777,6.85,53.69,36.94,221.83,26.94,784.37,0.811,9.37
2026-04-29 12:00:00,past,12,2,0,0,1,0,10,T2026_Q2,0.5,0.0,0.5,33.24,66.29,412,181,55,194.7,69.86,15.49,184.23,55.41,15.78,171.81,72.99,50.47,8.89,83.68,17,193.31,73.55,0.5,52.74,43.4,26.3,2203.53,949.77,3153.3,1.431,6615.22,3.002,1576.65,6615.22,6,6,4,1,70.01,26.53,265.87,26.93,682.21,0.818,3.47,55.73,40.98,246.43,27.2,745.24,0.755,3.29,59.97,35.2,246.83,26.42,689.97,0.793,4.84,62.38,34.23,234.13,26.92,642.8,0.869,3.39,42.41,55.17,212.13,25.87,567.51,0.629,2.42,48.98,45.2,195.52,24.94,569.2,0.773,5.82,52.92,43.74,230.16,26.09,635.56,0.783,3.34,48.43,48.14,199.75,25.58,650.75,0.807,3.43,62.78,33.44,239.78,28.07,868.27,0.818,3.78,23.8,71.4,132.93,24.96,563.72,0.751,4.8
2026-04-29 13:00:00,past,13,2,0,0,1,0,9,T2026_Q2,0.5,0.0,0.5,33.6,75.67,359,294,77,170.4,98.87,15.1,127.31,93.59,19.98,119.27,96.76,46.38,10.39,90.44,17,178.13,110.83,0.5,52.61,44.46,26.35,2228.3,886.61,3114.91,1.398,6926.61,3.108,1557.45,6926.61,6,6,4,1,52.81,43.65,202.19,25.88,700.05,0.81,3.54,57.77,38.82,239.89,26.51,643.54,0.785,3.41,56.89,43.11,241.85,26.69,725.52,0.799,0.0,58.63,38.69,233.53,25.95,698.42,0.765,2.68,65.0,30.71,258.73,27.89,844.61,0.726,4.29,55.16,42.96,232.14,26.39,706.51,0.807,1.89,40.5,57.36,195.86,25.57,621.32,0.812,2.14,35.72,64.28,185.35,26.01,636.67,0.9,0.0,52.03,43.52,218.84,26.12,658.82,0.82,4.45,51.54,41.47,219.91,26.48,691.15,0.737,6.99
2026-04-29 14:00:00,past,14,2,0,0,1,0,8,T2026_Q2,0.5,0.0,0.5,30.98,62.79,389,354,96,152.18,126.11,18.04,141.28,118.58,21.91,104.13,119.01,51.0,8.74,92.79,16,171.27,128.38,0.5,50.04,47.0,26.14,2146.43,945.64,3092.07,1.441,6525.19,3.04,1546.03,6525.19,6,6,4,1,46.86,52.52,205.17,26.8,678.89,0.778,0.62,50.01,46.22,211.88,25.98,661.4,0.87,3.77,52.73,44.11,204.55,24.93,651.73,0.769,3.16,63.98,31.14,242.75,26.52,734.61,0.774,4.89,50.46,43.6,223.7,26.07,615.38,0.727,5.95,46.16,53.84,221.68,27.93,771.99,0.826,0.0,47.92,48.26,225.08,26.07,582.14,0.858,3.82,50.59,47.63,214.66,25.96,613.34,0.78,1.78,47.52,48.38,224.74,26.03,628.84,0.705,4.11,44.14,54.32,172.2,25.06,586.88,0.768,1.54
2026-04-29 15:00:00,past,15,2,0,0,1,0,7,T2026_Q2,0.5,0.0,0.5,34.82,75.31,383,332,72,185.45,167.27,19.22,172.84,101.84,19.62,113.92,122.29,51.04,8.65,70.14,14,188.68,201.01,0.5,58.82,37.76,27.42,2356.8,1128.49,3485.29,1.479,7762.36,3.294,1742.64,7762.36,5,5,5,1,59.32,38.68,229.72,25.65,665.98,0.845,2.0,68.52,28.98,249.91,28.16,821.2,0.798,2.5,56.15,41.53,224.08,26.97,695.3,0.82,2.32,58.95,38.1,241.24,27.03,761.08,0.799,2.95,55.9,38.05,213.32,28.0,840.62,0.892,6.05,58.45,37.52,255.35,27.59,854.27,0.725,4.02,58.47,35.47,244.64,29.31,760.38,0.78,6.07,54.79,40.38,236.75,25.84,799.77,0.859,4.83,59.37,38.78,232.64,28.89,824.6,0.873,1.85,58.25,40.13,229.15,26.78,739.16,0.798,1.61
2026-04-29 16:00:00,past,16,2,0,0,1,0,6,T2026_Q2,0.5,0.0,0.5,33.44,81.7,400,242,47,185.71,74.58,15.53,142.1,89.73,10.58,145.33,86.87,50.84,6.69,88.08,18,168.96,90.57,0.5,51.89,44.1,26.52,2291.29,1040.61,3331.9,1.454,7700.57,3.361,1665.95,7700.57,6,6,4,1,61.36,33.21,253.35,27.26,824.19,0.817,5.43,56.46,41.87,224.35,28.42,892.84,0.794,1.67,59.53,37.79,252.42,26.76,737.98,0.854,2.68,57.04,39.89,243.81,27.36,820.63,0.724,3.07,59.56,35.74,224.22,27.13,863.34,0.839,4.71,54.69,40.53,242.62,25.59,762.12,0.665,4.78,46.01,49.55,230.92,26.87,744.39,0.736,4.44,42.4,55.32,197.88,24.44,638.02,0.793,2.28,48.3,49.57,237.99,26.09,776.17,0.753,2.13,33.57,57.54,183.71,25.23,640.89,0.761,8.89
2026-04-29 17:00:00,past,17,2,0,0,1,0,5,T2026_Q2,0.5,0.0,0.5,32.7,68.84,408,245,64,197.28,109.05,13.07,157.64,85.98,13.91,121.87,92.15,51.37,8.1,86.21,16,181.19,122.49,0.425,54.41,42.97,26.79,2224.29,915.68,3139.97,1.412,6879.05,3.093,1569.98,6879.05,6,6,4,1,53.32,43.17,206.79,26.44,655.51,0.76,3.52,56.85,41.64,217.5,27.53,756.63,0.886,1.51,54.49,41.98,227.67,25.59,609.16,0.825,3.53,66.32,30.55,255.39,26.5,622.55,0.748,3.14,67.03,31.59,264.24,27.42,715.86,0.804,1.38,51.49,45.53,228.35,27.65,791.72,0.756,2.99,52.71,43.57,209.25,26.34,616.23,0.727,3.71,52.1,45.81,232.05,27.07,789.93,0.79,2.09,52.8,47.05,211.71,26.77,643.7,0.77,0.15,37.03,58.85,171.32,26.58,677.77,0.798,4.11
2026-04-29 18:00:00,past,18,2,0,0,1,0,4,T2026_Q2,0.5,0.0,0.5,29.62,71.72,369,203,84,156.22,75.01,22.27,114.47,64.04,19.29,110.07,68.51,56.26,9.88,87.03,16,166.72,95.65,0.425,49.35,47.49,26.33,2141.15,939.78,3080.93,1.439,6541.92,3.055,1540.46,6541.92,6,6,4,1,56.23,41.16,232.5,27.39,692.97,0.796,2.61,53.56,46.44,193.51,26.28,608.67,0.875,0.0,60.24,38.11,244.6,26.42,724.85,0.793,1.64,45.45,54.24,205.99,26.94,649.89,0.759,0.31,53.95,42.4,206.4,26.76,684.67,0.761,3.65,44.25,51.85,207.26,24.46,553.39,0.831,3.9,46.18,44.74,223.72,27.16,722.96,0.826,9.08,60.26,36.72,246.72,26.34,631.18,0.765,3.02,30.27,66.02,165.99,24.79,570.34,0.841,3.71,43.14,53.22,214.45,26.79,702.99,0.787,3.64
2026-04-29 19:00:00,past,19,2,0,0,1,0,3,T2026_Q2,0.5,0.0,0.5,33.02,84.75,278,299,91,120.29,91.3,30.63,106.98,87.79,24.01,101.91,77.64,59.3,11.59,81.17,15,131.55,91.53,0.425,49.71,46.83,26.32,2158.36,927.59,3085.95,1.43,7472.24,3.462,1542.98,7472.24,6,6,4,1,64.87,32.64,244.48,25.99,753.52,0.742,2.48,54.15,43.82,255.22,26.43,814.56,0.796,2.03,48.22,45.45,196.72,26.54,794.68,0.74,6.33,54.7,43.37,227.18,26.92,654.15,0.785,1.93,45.08,54.48,217.82,26.55,780.09,0.772,0.44,48.09,46.08,202.25,27.61,836.84,0.74,5.82,50.85,44.19,213.81,26.16,750.09,0.808,4.95,44.54,53.32,185.92,26.51,728.3,0.799,2.13,45.52,49.09,212.43,25.46,686.99,0.785,5.4,41.08,55.89,202.53,25.05,673.02,0.726,3.04
2026-04-29 20:00:00,past,20,2,0,0,1,0,2,T2026_Q2,0.5,0.0,0.5,32.86,84.08,288,316,81,100.17,111.36,17.71,128.34,103.77,11.54,100.94,116.12,58.32,9.05,70.64,18,116.45,133.14,0.425,44.55,51.13,25.89,2012.13,877.27,2889.39,1.436,7238.78,3.598,1444.7,7238.78,5,5,5,1,39.07,58.31,183.6,26.86,797.69,0.798,2.62,46.24,50.76,196.6,25.83,681.64,0.828,3.01,47.57,49.27,191.84,25.43,604.07,0.784,3.16,53.39,41.01,225.95,25.6,750.85,0.816,5.6,52.79,39.1,214.69,25.75,683.51,0.704,8.11,39.68,60.32,195.67,25.98,715.93,0.756,0.0,42.09,54.89,206.01,26.35,837.25,0.801,3.02,38.13,57.0,211.84,25.51,743.39,0.723,4.87,42.44,50.93,187.54,26.01,729.67,0.812,6.63,44.12,49.74,198.38,25.64,694.8,0.851,6.14
2026-04-29 21:00:00,past,21,2,0,0,1,0,1,T2026_Q2,0.5,0.0,0.5,32.17,69.51,298,316,79,134.19,104.6,15.55,128.53,114.59,14.04,99.38,129.07,51.89,8.91,95.0,17,155.15,114.81,0.425,49.38,46.34,25.66,2146.8,975.69,3122.5,1.454,6166.16,2.872,1561.25,6166.16,5,5,5,1,57.14,39.33,217.51,26.28,658.23,0.785,3.52,50.49,46.95,215.12,26.73,645.86,0.801,2.56,62.84,37.16,256.14,26.43,655.42,0.732,0.0,56.97,35.23,208.12,25.53,591.13,0.79,7.8,42.2,51.98,201.45,23.84,497.46,0.757,5.82,45.52,49.96,215.58,25.02,620.36,0.667,4.52,50.08,44.78,217.72,25.57,610.73,0.849,5.14,42.7,55.05,189.0,24.79,612.19,0.811,2.25,43.56,50.17,197.92,26.93,643.9,0.741,6.26,42.28,52.77,228.26,25.48,630.89,0.674,4.95
2026-04-29 22:00:00,past,22,2,0,0,0,1,0,T2026_Q2,0.35,0.0,0.35,28.77,83.77,246,224,96,97.19,92.4,24.78,109.0,74.71,15.73,80.81,76.26,52.74,13.04,65.78,14,85.17,93.16,0.35,47.62,48.62,26.08,2068.2,791.12,2859.33,1.383,7151.32,3.458,1000.76,7151.32,5,5,5,1,50.27,46.45,223.56,25.89,746.64,0.781,3.29,50.26,48.55,192.47,25.37,665.75,0.892,1.2,51.07,44.38,193.23,27.2,725.67,0.735,4.56,46.04,50.03,211.14,26.08,710.36,0.698,3.92,45.38,54.62,216.81,27.65,818.47,0.837,0.0,45.25,50.06,211.87,25.22,627.22,0.818,4.69,49.04,49.01,200.91,25.91,645.14,0.817,1.94,53.83,40.36,225.3,27.07,740.25,0.803,5.81,54.39,40.14,210.73,25.57,767.79,0.85,5.47,30.63,62.6,182.18,24.8,704.04,0.774,6.77
2026-04-29 23:00:00,past,23,2,0,0,0,1,0,T2026_Q2,0.35,0.0,0.35,27.69,70.59,222,256,97,95.69,102.78,26.45,75.14,85.59,20.85,56.95,77.01,41.73,8.52,67.39,17,89.27,93.61,0.35,50.56,46.0,26.16,2216.42,738.72,2955.14,1.333,6569.04,2.964,1034.3,6569.04,5,5,5,1,49.39,49.51,215.58,26.03,611.01,0.893,1.1,42.04,54.32,217.53,24.35,527.6,0.766,3.65,52.84,46.11,231.67,27.1,731.63,0.806,1.06,52.64,44.44,203.98,26.18,637.42,0.768,2.92,44.57,49.09,215.93,25.42,631.87,0.759,6.35,53.88,42.38,221.55,26.09,607.23,0.816,3.75,50.52,46.97,229.46,26.41,682.35,0.773,2.5,59.1,37.64,246.88,28.84,768.74,0.814,3.26,48.83,47.53,211.03,25.8,735.53,0.863,3.64,51.82,42.0,222.81,25.42,635.67,0.769,6.18
2026-04-30 00:00:00,past,0,3,0,0,0,1,0,T2026_Q2,0.35,0.0,0.35,29.8,71.06,201,210,76,77.73,77.96,17.65,80.43,59.7,16.29,62.6,75.79,56.5,11.92,67.38,18,77.56,69.53,0.35,44.48,52.42,25.93,1996.86,732.99,2729.85,1.367,6793.45,3.402,955.45,6793.45,4,4,6,1,38.74,55.87,199.03,24.72,608.16,0.699,5.39,45.91,51.28,192.08,25.86,651.51,0.838,2.82,38.62,60.53,210.46,26.14,741.15,0.774,0.85,55.17,43.64,205.3,27.09,762.93,0.798,1.19,34.72,62.2,162.2,25.75,684.8,0.754,3.08,47.47,48.92,220.15,25.38,597.29,0.768,3.62,44.89,54.3,209.27,24.96,660.71,0.848,0.81,50.07,46.26,193.13,26.8,730.9,0.847,3.67,46.89,49.04,188.71,26.47,674.81,0.879,4.07,42.36,52.19,216.52,26.08,681.19,0.726,5.45
2026-04-30 01:00:00,past,1,3,0,0,0,1,0,T2026_Q2,0.35,0.0,0.35,28.21,83.02,250,213,91,107.16,79.05,22.91,123.83,72.64,13.58,59.92,77.03,50.42,14.15,74.58,15,101.81,61.29,0.35,48.83,47.3,25.84,2170.26,754.32,2924.58,1.348,6586.79,3.035,1023.6,6586.79,4,4,6,1,44.85,54.02,224.25,26.41,665.2,0.805,1.13,41.94,54.48,196.84,24.15,629.02,0.799,3.58,48.3,48.98,203.29,25.78,590.48,0.718,2.72,47.21,49.02,227.44,26.67,762.4,0.773,3.77,60.86,36.52,232.89,27.51,709.81,0.708,2.62,53.02,45.82,242.7,27.13,681.37,0.749,1.17,47.37,48.38,226.17,25.94,687.99,0.8,4.25,50.63,43.37,205.37,24.2,510.33,0.843,6.0,44.65,47.9,211.0,24.84,640.84,0.855,7.45,49.45,44.47,200.3,25.74,709.34,0.801,6.08
