timestamp,total_water_l,floor1_water_l,floor2_water_l,roomA_water_l,roomB_water_l,roomC_water_l,roomD_water_l
2026-04-05 05:00:00,136.83,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-05 06:00:00,157.15,65.82,59.83,21.06,18.43,20.34,13.16
2026-04-05 07:00:00,156.02,65.82,59.83,21.06,18.43,20.34,13.16
2026-04-05 08:00:00,185.65,80.4,73.44,25.73,22.51,24.97,16.16
2026-04-05 09:00:00,187.43,80.4,73.44,25.73,22.51,24.97,16.16
2026-04-05 10:00:00,184.48,80.4,73.44,25.73,22.51,24.97,16.16
2026-04-05 11:00:00,187.14,80.4,73.44,25.73,22.51,24.97,16.16
2026-04-05 12:00:00,205.27,87.93,80.32,28.14,24.62,27.31,17.67
2026-04-05 13:00:00,213.82,91.34,83.43,29.23,25.57,28.37,18.35
2026-04-05 14:00:00,261.47,111.4,101.76,35.65,31.19,34.6,22.39
2026-04-05 15:00:00,271.83,116.23,106.17,37.19,32.54,36.1,23.36
2026-04-05 16:00:00,287.73,124.39,113.62,39.8,34.83,38.63,25
2026-04-05 17:00:00,276.16,118.55,108.29,37.94,33.19,36.82,23.82
2026-04-05 18:00:00,279.06,119.71,109.35,38.31,33.52,37.18,24.06
2026-04-05 19:00:00,206.37,85.39,77.62,27.32,23.91,26.39,17.08
2026-04-05 20:00:00,219.1,90.94,82.66,29.1,25.46,28.11,18.19
2026-04-05 21:00:00,198.3,81.8,74.36,26.18,22.9,25.28,16.36
2026-04-05 22:00:00,186.99,77.77,70.7,24.89,21.78,24.04,15.55
2026-04-05 23:00:00,139.32,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-06 00:00:00,157.68,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-06 01:00:00,153.53,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-06 02:00:00,153.19,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-06 03:00:00,151.1,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-06 04:00:00,153.18,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-06 05:00:00,152.21,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-06 06:00:00,202.04,87.6,80.16,28.03,24.53,27.25,17.64
2026-04-06 07:00:00,200.11,87.6,80.16,28.03,24.53,27.25,17.64
2026-04-06 08:00:00,263.88,120,110.4,38.4,33.6,37.54,24.29
2026-04-06 09:00:00,261.86,120,110.4,38.4,33.6,37.54,24.29
2026-04-06 10:00:00,263.06,120,110.4,38.4,33.6,37.54,24.29
2026-04-06 11:00:00,263.19,120,110.4,38.4,33.6,37.54,24.29
2026-04-06 12:00:00,299.87,135.19,124.37,43.26,37.85,42.29,27.36
2026-04-06 13:00:00,293.39,135.11,124.31,43.24,37.83,42.26,27.35
2026-04-06 14:00:00,340.84,155.03,142.63,49.61,43.41,48.49,31.38
2026-04-06 15:00:00,371.88,170.45,156.81,54.54,47.73,53.32,34.5
2026-04-06 16:00:00,381.31,173.31,159.45,55.46,48.53,54.21,35.08
2026-04-06 17:00:00,410.61,186.12,171.23,59.56,52.11,58.22,37.67
2026-04-06 18:00:00,381.97,173.74,159.84,55.6,48.65,54.34,35.16
2026-04-06 19:00:00,291.57,125.4,114.75,40.13,35.11,39.02,25.25
2026-04-06 20:00:00,263.46,115.08,105.3,36.82,32.22,35.8,23.17
2026-04-06 21:00:00,238.19,104.9,95.99,33.57,29.37,32.64,21.12
2026-04-06 22:00:00,198.37,87.6,80.16,28.03,24.53,27.25,17.64
2026-04-06 23:00:00,160.14,66.34,60.25,21.23,18.57,20.49,13.26
2026-04-07 00:00:00,156.31,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-07 01:00:00,152.34,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-07 02:00:00,154.51,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-07 03:00:00,150.98,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-07 04:00:00,153.11,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-07 05:00:00,153.27,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-07 06:00:00,197.89,87.6,80.16,28.03,24.53,27.25,17.64
2026-04-07 07:00:00,198.61,87.6,80.16,28.03,24.53,27.25,17.64
2026-04-07 08:00:00,263.36,120,110.4,38.4,33.6,37.54,24.29
2026-04-07 09:00:00,264.16,120,110.4,38.4,33.6,37.54,24.29
2026-04-07 10:00:00,263.85,120,110.4,38.4,33.6,37.54,24.29
2026-04-07 11:00:00,264.14,120,110.4,38.4,33.6,37.54,24.29
2026-04-07 12:00:00,267.04,121.81,112.06,38.98,34.11,38.1,24.65
2026-04-07 13:00:00,353.87,160.13,147.32,51.24,44.84,50.09,32.41
2026-04-07 14:00:00,339.71,154.4,142.05,49.41,43.23,48.3,31.25
2026-04-07 15:00:00,372.14,169.87,156.28,54.36,47.56,53.13,34.38
2026-04-07 16:00:00,391.42,178.17,163.92,57.02,49.89,55.73,36.06
2026-04-07 17:00:00,384.76,174.36,160.41,55.8,48.82,54.54,35.29
2026-04-07 18:00:00,378.17,171.36,157.65,54.84,47.98,53.6,34.68
2026-04-07 19:00:00,292.15,126.9,116.12,40.61,35.53,39.48,25.55
2026-04-07 20:00:00,258.6,111.23,101.79,35.59,31.15,34.61,22.39
2026-04-07 21:00:00,242.42,105.92,96.92,33.89,29.66,32.95,21.32
2026-04-07 22:00:00,207.26,89.67,82.05,28.69,25.11,27.9,18.05
2026-04-07 23:00:00,154.17,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-08 00:00:00,156.06,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-08 01:00:00,154.84,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-08 02:00:00,152.33,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-08 03:00:00,154.73,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-08 04:00:00,151.77,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-08 05:00:00,152.3,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-08 06:00:00,200.19,87.6,80.16,28.03,24.53,27.25,17.64
2026-04-08 07:00:00,200.84,87.6,80.16,28.03,24.53,27.25,17.64
2026-04-08 08:00:00,260.4,120,110.4,38.4,33.6,37.54,24.29
2026-04-08 09:00:00,263.38,120,110.4,38.4,33.6,37.54,24.29
2026-04-08 10:00:00,262.65,120,110.4,38.4,33.6,37.54,24.29
2026-04-08 11:00:00,264.71,120,110.4,38.4,33.6,37.54,24.29
2026-04-08 12:00:00,316.46,144.41,132.86,46.21,40.44,45.17,29.23
2026-04-08 13:00:00,338.01,153.38,141.11,49.08,42.95,47.98,31.04
2026-04-08 14:00:00,368.76,168.29,154.82,53.85,47.12,52.64,34.06
2026-04-08 15:00:00,356.89,164.17,151.04,52.53,45.97,51.35,33.23
2026-04-08 16:00:00,406.06,185.08,170.28,59.23,51.82,57.89,37.46
2026-04-08 17:00:00,429.22,193.75,178.25,62,54.25,60.61,39.22
2026-04-08 18:00:00,423.16,192.76,177.34,61.68,53.97,60.29,39.01
2026-04-08 19:00:00,303.23,131.03,119.9,41.93,36.69,40.77,26.38
2026-04-08 20:00:00,262.07,113.02,103.42,36.17,31.65,35.16,22.75
2026-04-08 21:00:00,270.02,116.77,106.85,37.37,32.7,36.33,23.51
2026-04-08 22:00:00,239.26,103.15,94.39,33.01,28.88,32.09,20.77
2026-04-08 23:00:00,159.31,65.45,59.44,20.94,18.33,20.21,13.08
2026-04-09 00:00:00,153.58,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-09 01:00:00,152.21,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-09 02:00:00,151.28,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-09 03:00:00,156.32,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-09 04:00:00,154.29,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-09 05:00:00,153.54,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-09 06:00:00,199.09,87.6,80.16,28.03,24.53,27.25,17.64
2026-04-09 07:00:00,197.53,87.6,80.16,28.03,24.53,27.25,17.64
2026-04-09 08:00:00,261.35,120,110.4,38.4,33.6,37.54,24.29
2026-04-09 09:00:00,262.63,120,110.4,38.4,33.6,37.54,24.29
2026-04-09 10:00:00,262.18,120,110.4,38.4,33.6,37.54,24.29
2026-04-09 11:00:00,282.69,129.59,119.23,41.47,36.29,40.54,26.23
2026-04-09 12:00:00,306.85,141.19,129.89,45.18,39.53,44.16,28.58
2026-04-09 13:00:00,323.35,147.02,135.26,47.05,41.16,45.99,29.76
2026-04-09 14:00:00,339.74,153.75,141.45,49.2,43.05,48.09,31.12
2026-04-09 15:00:00,387.66,177.33,163.15,56.75,49.65,55.47,35.89
2026-04-09 16:00:00,408.83,185.06,170.26,59.22,51.82,57.89,37.46
2026-04-09 17:00:00,388.93,175.7,161.64,56.22,49.2,54.96,35.56
2026-04-09 18:00:00,418.2,191.49,176.17,61.28,53.62,59.9,38.76
2026-04-09 19:00:00,271.52,119.27,109.14,38.17,33.4,37.11,24.01
2026-04-09 20:00:00,287.39,124.27,113.72,39.77,34.8,38.66,25.02
2026-04-09 21:00:00,249.74,107.98,98.81,34.55,30.23,33.59,21.74
2026-04-09 22:00:00,211.68,92.59,84.73,29.63,25.93,28.81,18.64
2026-04-09 23:00:00,160.9,66.51,60.41,21.28,18.62,20.54,13.29
2026-04-10 00:00:00,153.76,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-10 01:00:00,155.12,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-10 02:00:00,151.73,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-10 03:00:00,153.85,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-10 04:00:00,154.29,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-10 05:00:00,150.34,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-10 06:00:00,200.12,87.6,80.16,28.03,24.53,27.25,17.64
2026-04-10 07:00:00,198.84,87.6,80.16,28.03,24.53,27.25,17.64
2026-04-10 08:00:00,263.95,120,110.4,38.4,33.6,37.54,24.29
2026-04-10 09:00:00,264.33,120,110.4,38.4,33.6,37.54,24.29
2026-04-10 10:00:00,262.35,120,110.4,38.4,33.6,37.54,24.29
2026-04-10 11:00:00,261.6,120,110.4,38.4,33.6,37.54,24.29
2026-04-10 12:00:00,312.4,141.87,130.52,45.4,39.72,44.38,28.71
2026-04-10 13:00:00,334.42,151.91,139.76,48.61,42.53,47.52,30.75
2026-04-10 14:00:00,370.31,168.76,155.26,54,47.25,52.79,34.16
2026-04-10 15:00:00,376.14,171.26,157.56,54.8,47.95,53.57,34.66
2026-04-10 16:00:00,412.82,186.62,171.69,59.72,52.25,58.37,37.77
2026-04-10 17:00:00,409.66,183.83,169.12,58.82,51.47,57.5,37.21
2026-04-10 18:00:00,391.54,178.76,164.46,57.2,50.05,55.92,36.18
2026-04-10 19:00:00,290.04,125.31,114.67,40.1,35.09,38.99,25.23
2026-04-10 20:00:00,270.86,117.41,107.44,37.57,32.88,36.53,23.64
2026-04-10 21:00:00,274,119.46,109.31,38.23,33.45,37.17,24.05
2026-04-10 22:00:00,235.87,102.53,93.82,32.81,28.71,31.9,20.64
2026-04-10 23:00:00,155.26,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-11 00:00:00,139.94,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-11 01:00:00,137.68,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-11 02:00:00,136.05,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-11 03:00:00,136.67,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-11 04:00:00,136.73,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-11 05:00:00,136.76,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-11 06:00:00,158.15,65.82,59.83,21.06,18.43,20.34,13.16
2026-04-11 07:00:00,156.82,65.82,59.83,21.06,18.43,20.34,13.16
2026-04-11 08:00:00,185.87,80.4,73.44,25.73,22.51,24.97,16.16
2026-04-11 09:00:00,185.4,80.4,73.44,25.73,22.51,24.97,16.16
2026-04-11 10:00:00,183.33,80.4,73.44,25.73,22.51,24.97,16.16
2026-04-11 11:00:00,207.9,89.67,81.91,28.69,25.11,27.85,18.02
2026-04-11 12:00:00,223.98,96.46,88.11,30.87,27.01,29.96,19.38
2026-04-11 13:00:00,254.05,109.72,100.22,35.11,30.72,34.07,22.05
2026-04-11 14:00:00,246.8,105.53,96.39,33.77,29.55,32.77,21.21
2026-04-11 15:00:00,286.03,123.03,112.38,39.37,34.45,38.21,24.72
2026-04-11 16:00:00,288.84,122.93,112.29,39.34,34.42,38.18,24.7
2026-04-11 17:00:00,296.86,127.09,116.09,40.67,35.59,39.47,25.54
2026-04-11 18:00:00,279.45,119.4,109.07,38.21,33.43,37.08,23.99
2026-04-11 19:00:00,232.55,94.52,85.92,30.25,26.47,29.21,18.9
2026-04-11 20:00:00,244.64,100.34,91.21,32.11,28.09,31.01,20.07
2026-04-11 21:00:00,215.41,88.34,80.3,28.27,24.74,27.3,17.67
2026-04-11 22:00:00,196.94,81.96,74.51,26.23,22.95,25.33,16.39
2026-04-11 23:00:00,139.23,55.41,50.11,17.73,15.52,17.04,11.02
2026-04-12 00:00:00,137.87,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-12 01:00:00,136.46,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-12 02:00:00,137.01,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-12 03:00:00,137.57,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-12 04:00:00,136.33,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-12 05:00:00,137.97,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-12 06:00:00,156.79,65.82,59.83,21.06,18.43,20.34,13.16
2026-04-12 07:00:00,160.09,65.82,59.83,21.06,18.43,20.34,13.16
2026-04-12 08:00:00,184.26,80.4,73.44,25.73,22.51,24.97,16.16
2026-04-12 09:00:00,187.23,80.4,73.44,25.73,22.51,24.97,16.16
2026-04-12 10:00:00,188.1,80.4,73.44,25.73,22.51,24.97,16.16
2026-04-12 11:00:00,183.81,80.4,73.44,25.73,22.51,24.97,16.16
2026-04-12 12:00:00,206.97,89.71,81.94,28.71,25.12,27.86,18.03
2026-04-12 13:00:00,256.59,108.46,99.07,34.71,30.37,33.68,21.8
2026-04-12 14:00:00,278.05,119.07,108.76,38.1,33.34,36.98,23.93
2026-04-12 15:00:00,273.26,118.18,107.95,37.82,33.09,36.7,23.75
2026-04-12 16:00:00,303.8,130.2,118.93,41.66,36.46,40.44,26.16
2026-04-12 17:00:00,281.83,121.95,111.4,39.03,34.15,37.87,24.51
2026-04-12 18:00:00,286.37,121.59,111.06,38.91,34.05,37.76,24.43
2026-04-12 19:00:00,250.88,103.21,93.82,33.03,28.9,31.9,20.64
2026-04-12 20:00:00,249.06,101.35,92.13,32.43,28.38,31.32,20.27
2026-04-12 21:00:00,214.87,88.89,80.8,28.44,24.89,27.47,17.78
2026-04-12 22:00:00,198.94,82.52,75.01,26.41,23.1,25.5,16.5
2026-04-12 23:00:00,162.7,63.75,57.65,20.4,17.85,19.6,12.68
2026-04-13 00:00:00,157.85,63.9,58.04,20.45,17.89,19.73,12.77
2026-04-13 01:00:00,152.87,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-13 02:00:00,155.4,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-13 03:00:00,154.48,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-13 04:00:00,154.16,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-13 05:00:00,155.53,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-13 06:00:00,199.15,87.6,80.16,28.03,24.53,27.25,17.64
2026-04-13 07:00:00,201.24,87.6,80.16,28.03,24.53,27.25,17.64
2026-04-13 08:00:00,260.36,120,110.4,38.4,33.6,37.54,24.29
2026-04-13 09:00:00,263.24,120,110.4,38.4,33.6,37.54,24.29
2026-04-13 10:00:00,261.89,120,110.4,38.4,33.6,37.54,24.29
2026-04-13 11:00:00,264.7,120,110.4,38.4,33.6,37.54,24.29
2026-04-13 12:00:00,289.79,132.92,122.29,42.53,37.22,41.58,26.9
2026-04-13 13:00:00,347,158.66,145.97,50.77,44.42,49.63,32.11
2026-04-13 14:00:00,397.91,179.36,165.01,57.39,50.22,56.1,36.3
2026-04-13 15:00:00,434.45,195.57,179.92,62.58,54.76,61.17,39.58
2026-04-13 16:00:00,409.53,184.78,170,59.13,51.74,57.8,37.4
2026-04-13 17:00:00,412.08,187.85,172.82,60.11,52.6,58.76,38.02
2026-04-13 18:00:00,430.44,196.41,180.7,62.85,54.99,61.44,39.75
2026-04-13 19:00:00,294.69,128.55,117.64,41.14,36,40,25.88
2026-04-13 20:00:00,275.41,120.13,109.93,38.44,33.64,37.38,24.18
2026-04-13 21:00:00,273.1,119.84,109.66,38.35,33.55,37.28,24.12
2026-04-13 22:00:00,224.31,97.55,89.26,31.22,27.31,30.35,19.64
2026-04-13 23:00:00,153.1,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-14 00:00:00,152.96,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-14 01:00:00,154.53,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-14 02:00:00,152.83,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-14 03:00:00,152.49,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-14 04:00:00,150.42,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-14 05:00:00,152.06,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-14 06:00:00,200.62,87.6,80.16,28.03,24.53,27.25,17.64
2026-04-14 07:00:00,199.17,87.6,80.16,28.03,24.53,27.25,17.64
2026-04-14 08:00:00,265.61,120,110.4,38.4,33.6,37.54,24.29
2026-04-14 09:00:00,264.6,120,110.4,38.4,33.6,37.54,24.29
2026-04-14 10:00:00,262.4,120,110.4,38.4,33.6,37.54,24.29
2026-04-14 11:00:00,289.74,131.68,121.14,42.14,36.87,41.19,26.65
2026-04-14 12:00:00,308.69,139.88,128.69,44.76,39.17,43.75,28.31
2026-04-14 13:00:00,380.34,172.68,158.87,55.26,48.35,54.01,34.95
2026-04-14 14:00:00,371.08,171.06,157.38,54.74,47.9,53.51,34.62
2026-04-14 15:00:00,397.52,181.13,166.64,57.96,50.72,56.66,36.66
2026-04-14 16:00:00,411.56,185.98,171.1,59.51,52.07,58.17,37.64
2026-04-14 17:00:00,409.24,187.08,172.11,59.86,52.38,58.52,37.86
2026-04-14 18:00:00,418.93,189.86,174.67,60.76,53.16,59.39,38.43
2026-04-14 19:00:00,301.21,131.09,119.96,41.95,36.71,40.79,26.39
2026-04-14 20:00:00,274.67,120.42,110.19,38.53,33.72,37.46,24.24
2026-04-14 21:00:00,294.87,126.81,116.04,40.58,35.51,39.45,25.53
2026-04-14 22:00:00,251.26,108.62,99.39,34.76,30.41,33.79,21.87
2026-04-14 23:00:00,180.45,74.52,67.68,23.85,20.87,23.01,14.89
2026-04-15 00:00:00,157.06,64.3,58.4,20.58,18,19.86,12.85
2026-04-15 01:00:00,153.65,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-15 02:00:00,153.6,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-15 03:00:00,153.29,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-15 04:00:00,153.62,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-15 05:00:00,153.08,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-15 06:00:00,199.91,87.6,80.16,28.03,24.53,27.25,17.64
2026-04-15 07:00:00,200.09,87.6,80.16,28.03,24.53,27.25,17.64
2026-04-15 08:00:00,262.56,120,110.4,38.4,33.6,37.54,24.29
2026-04-15 09:00:00,264.77,120,110.4,38.4,33.6,37.54,24.29
2026-04-15 10:00:00,271.05,123.24,113.38,39.44,34.51,38.55,24.94
2026-04-15 11:00:00,310.73,141.12,129.83,45.16,39.51,44.14,28.56
2026-04-15 12:00:00,317.6,144.21,132.68,46.15,40.38,45.11,29.19
2026-04-15 13:00:00,365.91,165.65,152.4,53.01,46.38,51.82,33.53
2026-04-15 14:00:00,391.37,179.19,164.85,57.34,50.17,56.05,36.27
2026-04-15 15:00:00,390.91,176.75,162.61,56.56,49.49,55.29,35.77
2026-04-15 16:00:00,446.38,202.55,186.34,64.81,56.71,63.36,41
2026-04-15 17:00:00,405.98,184.38,169.63,59,51.63,57.67,37.32
2026-04-15 18:00:00,401.19,181.58,167.05,58.1,50.84,56.8,36.75
2026-04-15 19:00:00,326.57,141.98,129.92,45.43,39.75,44.17,28.58
2026-04-15 20:00:00,289.32,124.39,113.83,39.81,34.83,38.7,25.04
2026-04-15 21:00:00,265.71,115.87,106.03,37.08,32.44,36.05,23.33
2026-04-15 22:00:00,250.7,109.38,100.09,35,30.63,34.03,22.02
2026-04-15 23:00:00,156.68,63.87,58.02,20.44,17.88,19.73,12.76
2026-04-16 00:00:00,152.64,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-16 01:00:00,152.2,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-16 02:00:00,155.09,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-16 03:00:00,154.32,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-16 04:00:00,153.84,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-16 05:00:00,152.53,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-16 06:00:00,199.53,87.6,80.16,28.03,24.53,27.25,17.64
2026-04-16 07:00:00,199.75,87.6,80.16,28.03,24.53,27.25,17.64
2026-04-16 08:00:00,261.43,120,110.4,38.4,33.6,37.54,24.29
2026-04-16 09:00:00,260.91,120,110.4,38.4,33.6,37.54,24.29
2026-04-16 10:00:00,260.76,120,110.4,38.4,33.6,37.54,24.29
2026-04-16 11:00:00,280.94,129.48,119.12,41.43,36.25,40.5,26.21
2026-04-16 12:00:00,305.1,138.94,127.83,44.46,38.9,43.46,28.12
2026-04-16 13:00:00,391.47,176,161.92,56.32,49.28,55.05,35.62
2026-04-16 14:00:00,404.74,183.73,169.03,58.79,51.44,57.47,37.19
2026-04-16 15:00:00,411.72,185.5,170.66,59.36,51.94,58.02,37.55
2026-04-16 16:00:00,457.95,207.02,190.45,66.24,57.96,64.75,41.9
2026-04-16 17:00:00,464.97,209.4,192.65,67.01,58.63,65.5,42.38
2026-04-16 18:00:00,427.3,194.01,178.49,62.08,54.32,60.69,39.27
2026-04-16 19:00:00,315.64,135.56,124.05,43.38,37.96,42.18,27.29
2026-04-16 20:00:00,317.75,138.29,126.54,44.25,38.72,43.02,27.84
2026-04-16 21:00:00,267.8,116.86,106.93,37.39,32.72,36.36,23.52
2026-04-16 22:00:00,270.9,118.05,108.02,37.78,33.05,36.73,23.77
2026-04-16 23:00:00,180.04,74.88,68.01,23.96,20.97,23.12,14.96
2026-04-17 00:00:00,154.32,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-17 01:00:00,153.09,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-17 02:00:00,154.14,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-17 03:00:00,151.94,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-17 04:00:00,154.61,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-17 05:00:00,154.48,63.84,57.98,20.43,17.88,19.71,12.76
2026-04-17 06:00:00,201.12,87.6,80.16,28.03,24.53,27.25,17.64
2026-04-17 07:00:00,200.13,87.6,80.16,28.03,24.53,27.25,17.64
2026-04-17 08:00:00,262.89,120,110.4,38.4,33.6,37.54,24.29
2026-04-17 09:00:00,265.87,120,110.4,38.4,33.6,37.54,24.29
2026-04-17 10:00:00,280.39,127.69,117.47,40.86,35.75,39.94,25.84
2026-04-17 11:00:00,311.04,142.05,130.68,45.45,39.77,44.43,28.75
2026-04-17 12:00:00,310.43,139.75,128.57,44.72,39.13,43.71,28.28
2026-04-17 13:00:00,367.05,166.47,153.15,53.27,46.61,52.07,33.69
2026-04-17 14:00:00,368.4,168.16,154.71,53.81,47.08,52.6,34.04
2026-04-17 15:00:00,436.94,199.44,183.49,63.82,55.84,62.39,40.37
2026-04-17 16:00:00,450.73,205.8,189.33,65.85,57.62,64.37,41.65
2026-04-17 17:00:00,438.7,200.47,184.43,64.15,56.13,62.71,40.57
2026-04-17 18:00:00,452.91,204.8,188.42,65.54,57.35,64.06,41.45
2026-04-17 19:00:00,318.21,138.02,126.3,44.17,38.65,42.94,27.79
2026-04-17 20:00:00,310.24,135.41,123.91,43.33,37.91,42.13,27.26
2026-04-17 21:00:00,260.8,113.51,103.87,36.32,31.78,35.32,22.85
2026-04-17 22:00:00,251.46,108.53,99.31,34.73,30.39,33.77,21.85
2026-04-17 23:00:00,164.1,68.55,62.26,21.94,19.19,21.17,13.7
2026-04-18 00:00:00,138.38,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-18 01:00:00,137.38,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-18 02:00:00,136.99,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-18 03:00:00,136.78,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-18 04:00:00,135.8,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-18 05:00:00,135.79,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-18 06:00:00,159.22,65.82,59.83,21.06,18.43,20.34,13.16
2026-04-18 07:00:00,155.93,65.82,59.83,21.06,18.43,20.34,13.16
2026-04-18 08:00:00,186.13,80.4,73.44,25.73,22.51,24.97,16.16
2026-04-18 09:00:00,185.7,80.4,73.44,25.73,22.51,24.97,16.16
2026-04-18 10:00:00,188.42,80.4,73.44,25.73,22.51,24.97,16.16
2026-04-18 11:00:00,219.77,95.7,87.42,30.62,26.8,29.72,19.23
2026-04-18 12:00:00,239.89,103.23,94.29,33.03,28.9,32.06,20.74
2026-04-18 13:00:00,254.05,108.39,99.01,34.68,30.35,33.66,21.78
2026-04-18 14:00:00,286.22,123.02,112.37,39.37,34.45,38.21,24.72
2026-04-18 15:00:00,304.53,131.43,120.06,42.06,36.8,40.82,26.41
2026-04-18 16:00:00,329.12,138.79,126.78,44.41,38.86,43.11,27.89
2026-04-18 17:00:00,323.17,136.32,124.52,43.62,38.17,42.34,27.39
2026-04-18 18:00:00,297.42,128.16,117.07,41.01,35.89,39.8,25.75
2026-04-18 19:00:00,265.62,109.1,99.17,34.91,30.55,33.72,21.82
2026-04-18 20:00:00,237.81,97.26,88.41,31.12,27.23,30.06,19.45
2026-04-18 21:00:00,207.06,86.77,78.88,27.77,24.3,26.82,17.35
2026-04-18 22:00:00,185.76,77.46,70.41,24.79,21.69,23.94,15.49
2026-04-18 23:00:00,158.34,61.96,56.03,19.83,17.35,19.05,12.33
2026-04-19 00:00:00,138.05,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-19 01:00:00,134.36,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-19 02:00:00,135.76,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-19 03:00:00,138.28,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-19 04:00:00,134.61,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-19 05:00:00,137.56,55.13,49.85,17.64,15.44,16.95,10.97
2026-04-19 06:00:00,157.06,65.82,59.83,21.06,18.43,20.34,13.16
2026-04-19 07:00:00,157.39,65.82,59.83,21.06,18.43,20.34,13.16
2026-04-19 08:00:00,184.36,80.4,73.44,25.73,22.51,24.97,16.16
2026-04-19 09:00:00,186.85,80.4,73.44,25.73,22.51,24.97,16.16
2026-04-19 10:00:00,186.37,80.4,73.44,25.73,22.51,24.97,16.16
