timestamp,total_power_kw,floor1_power_kw,floor2_power_kw,roomA_power_kw,roomB_power_kw,roomC_power_kw,roomD_power_kw,floor1_ac_kw,floor1_light_kw,floor1_plug_kw,floor2_ac_kw,floor2_light_kw,floor2_plug_kw
2026-04-13 10:00:00,33.14,13.02,10.75,4.02,6.35,3.48,5.18,4.42,3.59,5.02,3.79,2.51,4.45
2026-04-13 11:00:00,34.6,12.18,12.22,3.92,5.53,3.96,6.05,4.54,2.96,4.68,4.01,2.82,5.39
2026-04-13 12:00:00,33.91,13.48,11.14,4.4,6.22,3.58,5.33,4.77,3.17,5.55,4.05,2.69,4.39
2026-04-13 13:00:00,37.49,14.68,13.27,4.88,6.25,4.49,6,5.91,3.18,5.59,5.05,2.67,5.55
2026-04-13 14:00:00,38.71,14.64,13.42,4.73,6.01,4.6,5.66,6.49,3.4,4.74,5.75,2.65,5.02
2026-04-13 15:00:00,41.77,16.34,14.67,5.51,6.43,4.91,6.22,7.33,3.29,5.72,6.44,3.21,5.02
2026-04-13 16:00:00,39.18,15.44,13.15,5.02,6.77,4.51,5.58,6.1,3.62,5.72,5.55,2.56,5.04
2026-04-13 17:00:00,39.64,15.26,14.61,5.11,6.04,4.85,6.58,6.85,3.14,5.27,5.78,3.2,5.62
2026-04-13 18:00:00,39.16,15.32,14.14,5.28,5.82,4.81,5.87,7.04,2.8,5.49,6.29,2.9,4.95
2026-04-13 19:00:00,29.63,10.23,9.57,3.55,3.09,3.39,3.46,5.98,1.67,2.57,4.94,1.71,2.91
2026-04-13 20:00:00,28.23,9.67,8.72,3.36,3.31,3.17,2.83,5,1.64,3.03,4.94,1.42,2.36
2026-04-13 21:00:00,27.55,9.41,8.66,3.3,3.11,3.15,2.91,4.99,1.51,2.91,4.71,1.36,2.58
2026-04-13 22:00:00,26.44,8.32,8.1,2.86,2.99,2.74,3.3,4.11,1.51,2.7,3.74,1.72,2.63
2026-04-13 23:00:00,19.49,5.25,4.94,1.88,1.25,1.9,1.25,3.53,0.67,1.05,3.26,0.61,1.07
2026-04-14 00:00:00,19.93,5.38,5.28,1.95,1.31,2.05,1.31,3.54,0.66,1.18,3.51,0.6,1.17
2026-04-14 01:00:00,20.17,5.43,5.01,1.97,1.29,1.92,1.26,3.62,0.65,1.17,3.32,0.62,1.07
2026-04-14 02:00:00,20.12,5.83,5.06,2.13,1.36,1.91,1.27,3.91,0.66,1.26,3.42,0.71,0.93
2026-04-14 03:00:00,19.72,5.66,4.93,2.07,1.27,1.88,1.22,3.85,0.62,1.19,3.35,0.66,0.92
2026-04-14 04:00:00,19,5.39,5.1,1.94,1.29,1.93,1.34,3.6,0.67,1.12,3.32,0.69,1.09
2026-04-14 05:00:00,20.09,5.82,5.27,2.08,1.38,2,1.42,3.94,0.76,1.12,3.36,0.68,1.23
2026-04-14 06:00:00,27.03,8.97,8.27,3.01,3.31,2.83,3.4,4.42,1.78,2.77,3.71,1.66,2.91
2026-04-14 07:00:00,26.46,9.19,7.92,3.06,3.68,2.77,3.14,4.08,1.93,3.19,3.66,1.46,2.8
2026-04-14 08:00:00,36.41,13.37,12.56,4.54,6.04,3.93,6.21,4.67,2.78,5.93,4.4,3.28,4.88
2026-04-14 09:00:00,34.91,13.26,11.46,4.28,6.2,3.68,5.38,4.64,3.24,5.38,4.37,2.8,4.29
2026-04-14 10:00:00,35.27,13.35,12.4,4.36,6.3,3.99,6.2,4.5,3.17,5.68,4.03,2.93,5.45
2026-04-14 11:00:00,36,12.85,13.14,4.22,5.73,4.23,6.48,4.84,2.93,5.08,4.4,3.1,5.63
2026-04-14 12:00:00,37.53,14.1,13.18,4.61,6.6,4.29,6.35,4.81,3.32,5.97,4.62,3.03,5.54
2026-04-14 13:00:00,37.95,15.06,12.8,5.09,6.15,4.38,5.53,6.38,3.04,5.64,5.25,2.51,5.03
2026-04-14 14:00:00,36.04,14.07,13.06,4.5,6.2,4.23,5.84,5.61,3.44,5.02,5.45,3.17,4.44
2026-04-14 15:00:00,38.4,14.71,13.88,4.68,6.12,4.6,5.96,6.53,3.59,4.59,6.02,3.12,4.74
2026-04-14 16:00:00,40.32,14.92,14.93,4.93,5.94,4.94,6.69,6.75,3.21,4.96,6,3.33,5.6
2026-04-14 17:00:00,37.57,14.69,13.32,4.83,5.74,4.67,5.08,6.87,3.2,4.62,6.51,2.47,4.34
2026-04-14 18:00:00,40.62,16.33,14.06,5.48,6.72,4.74,5.84,6.89,3.39,6.05,6.32,2.99,4.74
2026-04-14 19:00:00,30.43,10.65,9.8,3.67,3.38,3.48,3.21,6,1.83,2.82,5.66,1.81,2.34
2026-04-14 20:00:00,29.31,9.84,9.93,3.46,3.15,3.56,3.53,5.39,1.55,2.91,5.17,1.67,3.09
2026-04-14 21:00:00,29.82,9.76,9.37,3.26,3.33,3.42,3.23,5.27,1.93,2.56,4.95,1.44,2.98
2026-04-14 22:00:00,28.16,8.93,8.85,2.98,3.2,3.02,3.45,4.58,1.79,2.56,4.33,1.83,2.69
2026-04-14 23:00:00,20.98,5.99,5.24,2.18,1.43,2.01,1.33,3.96,0.7,1.32,3.47,0.66,1.12
2026-04-15 00:00:00,21.08,5.53,5.4,2.03,1.2,2.08,1.37,3.84,0.61,1.09,3.55,0.65,1.2
2026-04-15 01:00:00,20.11,5.52,5.12,2.01,1.19,1.93,1.31,3.86,0.63,1.03,3.41,0.72,0.98
2026-04-15 02:00:00,20.31,5.7,5.15,2.07,1.29,1.99,1.2,3.9,0.67,1.13,3.57,0.61,0.97
2026-04-15 03:00:00,19.9,5.61,4.93,2,1.49,1.86,1.24,3.54,0.78,1.29,3.31,0.68,0.94
2026-04-15 04:00:00,20.28,5.69,5.13,2.02,1.54,1.95,1.3,3.55,0.8,1.34,3.43,0.69,1.01
2026-04-15 05:00:00,20.22,5.64,5.27,2.04,1.31,2.05,1.29,3.83,0.7,1.12,3.53,0.6,1.15
2026-04-15 06:00:00,25.97,8.8,7.61,2.9,3.43,2.63,2.96,4.12,1.9,2.78,3.67,1.5,2.43
2026-04-15 07:00:00,26.83,9.51,7.7,3.23,3.71,2.55,3.18,4.29,1.85,3.37,3.58,1.78,2.35
2026-04-15 08:00:00,34.2,13.35,11.27,4.48,6,3.54,5.55,4.78,2.87,5.69,3.96,2.92,4.39
2026-04-15 09:00:00,36.2,13.73,12.24,4.35,6.88,3.77,6.33,4.18,3.6,5.95,3.9,3.32,5.03
2026-04-15 10:00:00,35.13,12.85,12.3,4.21,5.73,4.08,5.97,4.85,2.96,5.04,4.09,2.61,5.6
2026-04-15 11:00:00,35.72,13.63,12.02,4.64,6.17,3.97,5.66,4.7,2.79,6.14,4.34,2.63,5.06
2026-04-15 12:00:00,36.38,13.71,12.58,4.41,6.06,3.97,5.96,5.41,3.32,4.99,4.83,3.27,4.48
2026-04-15 13:00:00,36.42,13.5,12.59,4.35,5.84,4.33,5.25,5.52,3.21,4.77,5.5,2.47,4.63
2026-04-15 14:00:00,36.81,14.09,13.29,4.74,5.66,4.54,5.45,6.14,2.87,5.08,6,2.69,4.6
2026-04-15 15:00:00,38.74,15.35,12.97,5.12,6.36,4.4,5.7,6.45,3.25,5.65,5.24,2.64,5.1
2026-04-15 16:00:00,39.14,15.25,13.75,5.23,5.44,4.7,5.56,7.63,2.77,4.85,6.34,2.78,4.63
2026-04-15 17:00:00,38.44,14.44,13.93,4.9,5.57,4.72,5.92,6.62,2.82,5,5.98,2.88,5.07
2026-04-15 18:00:00,39.97,15.64,13.99,5.34,6.48,4.63,6.18,6.37,3.07,6.2,5.79,3.14,5.06
2026-04-15 19:00:00,32.2,11.91,10.25,4.12,3.82,3.69,3.35,6.61,2.01,3.29,5.83,1.74,2.68
2026-04-15 20:00:00,29.74,10.36,8.67,3.48,3.48,3.16,2.85,5.67,2,2.7,4.83,1.38,2.46
2026-04-15 21:00:00,27.85,9.36,8.63,3.13,3.29,3.02,3.2,4.9,1.87,2.59,4.38,1.62,2.63
2026-04-15 22:00:00,27.65,9.91,7.91,3.36,3.56,2.76,2.93,4.98,1.88,3.04,4.04,1.52,2.36
2026-04-15 23:00:00,21.13,5.52,5.26,1.99,1.26,2.05,1.31,3.79,0.68,1.05,3.45,0.57,1.24
2026-04-16 00:00:00,19.61,5.66,4.77,2.08,1.31,1.82,1.18,3.78,0.61,1.27,3.21,0.62,0.95
2026-04-16 01:00:00,20.57,6.17,5.36,2.22,1.52,2.04,1.33,4.05,0.79,1.33,3.6,0.7,1.05
2026-04-16 02:00:00,20.64,5.85,4.89,2.09,1.5,1.86,1.27,3.78,0.79,1.28,3.19,0.63,1.06
2026-04-16 03:00:00,20.46,5.63,5.15,2.06,1.37,1.96,1.33,3.68,0.65,1.31,3.4,0.68,1.08
2026-04-16 04:00:00,20.65,6.07,5.05,2.2,1.49,1.9,1.28,3.97,0.75,1.35,3.39,0.71,0.95
2026-04-16 05:00:00,19.83,5.47,5.22,1.96,1.35,2.02,1.31,3.6,0.72,1.15,3.45,0.61,1.16
2026-04-16 06:00:00,26.4,8.58,8.37,2.83,3.3,2.86,3.36,4.08,1.83,2.67,3.9,1.71,2.76
2026-04-16 07:00:00,26.11,8.7,7.89,2.81,3.4,2.69,3.27,4.13,1.98,2.58,3.5,1.61,2.78
2026-04-16 08:00:00,34.51,12.66,12.62,3.99,6,4.12,6.11,4.45,3.3,4.91,4.32,2.84,5.45
2026-04-16 09:00:00,34.47,12.86,12.53,3.97,6.12,4.08,6.05,4.62,3.52,4.71,4.37,2.89,5.27
2026-04-16 10:00:00,33.65,13.41,11.2,4.25,6.48,3.45,5.63,4.47,3.47,5.47,3.86,3.06,4.28
2026-04-16 11:00:00,33.82,13.38,11.53,4.21,6.57,3.79,5.5,4.33,3.54,5.52,4.06,2.56,4.9
2026-04-16 12:00:00,34.56,13.1,11.61,4.08,6.24,3.83,5.53,4.63,3.51,4.96,4.11,2.56,4.95
2026-04-16 13:00:00,38.64,15.6,12.17,5.09,6.87,4.12,5.06,6.06,3.62,5.92,5.43,2.54,4.2
2026-04-16 14:00:00,38.7,15.25,13.35,5.27,6.04,4.41,5.68,6.57,2.81,5.86,5.93,3.07,4.35
2026-04-16 15:00:00,38.81,15.2,12.92,4.95,6.2,4.18,5.69,6.74,3.44,5.02,5.54,3.15,4.23
2026-04-16 16:00:00,42.06,16.84,14.79,5.64,6.67,5.17,5.86,7.54,3.46,5.84,6.83,2.72,5.23
2026-04-16 17:00:00,40.37,15.45,14.19,4.99,6.24,4.88,5.55,7.03,3.58,4.84,6.85,2.85,4.49
2026-04-16 18:00:00,38.32,14.6,13.63,4.95,5.54,4.5,5.85,6.85,2.84,4.91,5.97,3.13,4.53
2026-04-16 19:00:00,30.58,9.86,9.94,3.45,3.06,3.71,3.15,5.59,1.58,2.69,5.61,1.36,2.98
2026-04-16 20:00:00,30.69,10.75,9.95,3.77,3.11,3.71,3.17,6.45,1.65,2.65,5.59,1.38,2.98
2026-04-16 21:00:00,29.36,10.7,8.84,3.65,3.81,3.18,3.17,5.4,1.99,3.3,4.54,1.47,2.84
2026-04-16 22:00:00,28.71,10.21,8.6,3.46,3.81,2.98,3.1,4.91,1.97,3.33,4.57,1.72,2.3
2026-04-16 23:00:00,20.62,5.76,5.43,2.03,1.37,2.07,1.33,3.93,0.81,1.03,3.69,0.71,1.04
2026-04-17 00:00:00,20.06,5.6,4.79,2.04,1.36,1.81,1.24,3.65,0.65,1.3,3.17,0.67,0.96
2026-04-17 01:00:00,20.49,5.96,5.23,2.13,1.45,1.98,1.38,3.97,0.79,1.2,3.39,0.7,1.14
2026-04-17 02:00:00,20.02,5.6,4.8,2.06,1.32,1.83,1.21,3.7,0.61,1.29,3.19,0.62,0.98
2026-04-17 03:00:00,19.81,5.75,5.09,2.1,1.35,1.92,1.39,3.84,0.66,1.25,3.24,0.7,1.16
2026-04-17 04:00:00,20.8,5.83,5.22,2.16,1.35,2.02,1.24,3.87,0.61,1.35,3.56,0.62,1.04
2026-04-17 05:00:00,20.72,5.94,5.07,2.11,1.38,1.94,1.26,4.09,0.8,1.05,3.38,0.64,1.05
2026-04-17 06:00:00,27.4,9.07,8.4,2.98,3.5,2.86,3.46,4.3,1.96,2.81,3.78,1.71,2.91
2026-04-17 07:00:00,26.79,9.16,8,3.14,3.57,2.8,2.99,4.08,1.73,3.35,4.01,1.49,2.49
2026-04-17 08:00:00,33.94,12.69,11.58,4.04,6.02,3.62,5.8,4.39,3.22,5.08,3.94,3.03,4.61
2026-04-17 09:00:00,33.57,12.07,10.94,3.88,5.5,3.59,5.1,4.49,2.95,4.63,4.11,2.49,4.35
2026-04-17 10:00:00,33.6,12.38,11.36,3.97,5.85,3.65,5.56,4.26,3.08,5.04,3.92,2.74,4.71
2026-04-17 11:00:00,36.95,14.59,12.73,4.7,6.89,4.17,6.12,5,3.59,6,4.43,2.85,5.45
2026-04-17 12:00:00,36,13.46,11.77,4.17,6.46,3.8,5.68,4.71,3.66,5.09,4.16,2.79,4.82
2026-04-17 13:00:00,38.13,14.31,13.65,4.93,5.97,4.47,6.43,5.69,2.72,5.89,5.01,3.11,5.53
2026-04-17 14:00:00,37.43,14.98,12.78,4.96,6.31,4.14,5.87,6.2,3.28,5.5,5.03,3.06,4.68
2026-04-17 15:00:00,40.66,16.13,14.85,5.47,6.35,5.15,5.89,7.2,3.18,5.75,6.93,2.85,5.07
2026-04-17 16:00:00,40,15.54,14.81,5.33,5.72,5.03,6.36,7.49,2.87,5.17,6.21,3.02,5.58
2026-04-17 17:00:00,40.53,15.66,15.28,5.17,5.9,5.18,6.28,7.65,3.32,4.69,6.95,3.21,5.12
2026-04-17 18:00:00,42.27,17.04,14.82,5.65,6.79,5.14,5.77,7.68,3.64,5.72,7.1,2.85,4.88
2026-04-17 19:00:00,31.11,10.88,10.05,3.8,3.65,3.72,3.17,5.71,1.8,3.38,5.74,1.46,2.85
2026-04-17 20:00:00,30.1,11.05,9.25,3.91,3.58,3.3,3.15,5.93,1.7,3.42,5.11,1.65,2.49
2026-04-17 21:00:00,27.53,8.8,8.75,3.05,2.98,3.15,3.22,4.63,1.51,2.66,4.33,1.42,3
2026-04-17 22:00:00,28.7,9.37,8.84,3.13,3.47,3.15,3.3,4.62,1.91,2.84,4.35,1.51,2.98
2026-04-17 23:00:00,20.28,5.72,5.33,2.06,1.35,2.07,1.23,3.85,0.71,1.16,3.68,0.61,1.03
2026-04-18 00:00:00,18.48,4.49,4.05,1.7,0.6,1.67,0.58,3.65,0.31,0.53,3.26,0.28,0.5
2026-04-18 01:00:00,17.96,4.35,3.97,1.63,0.66,1.64,0.57,3.45,0.35,0.56,3.19,0.26,0.52
2026-04-18 02:00:00,18.71,4.87,4.31,1.83,0.66,1.78,0.64,3.96,0.36,0.55,3.45,0.3,0.55
2026-04-18 03:00:00,18.06,4.54,4.06,1.73,0.55,1.68,0.53,3.77,0.28,0.48,3.36,0.28,0.42
2026-04-18 04:00:00,17.64,4.55,3.91,1.71,0.67,1.61,0.55,3.63,0.36,0.57,3.19,0.29,0.42
2026-04-18 05:00:00,18.15,4.63,4.35,1.76,0.59,1.79,0.57,3.79,0.3,0.54,3.61,0.32,0.42
2026-04-18 06:00:00,21.36,6,5.37,2.2,1.52,1.99,1.54,3.82,0.69,1.49,3.35,0.82,1.2
2026-04-18 07:00:00,20.1,5.67,5.42,2.05,1.32,2.06,1.42,3.83,0.68,1.16,3.53,0.71,1.18
2026-04-18 08:00:00,24.22,7.88,6.73,2.74,2.67,2.4,2.46,4.12,1.34,2.41,3.39,1.15,2.19
2026-04-18 09:00:00,24.06,7.36,7.21,2.53,2.62,2.54,2.75,3.69,1.33,2.34,3.5,1.3,2.41
2026-04-18 10:00:00,25.79,8.41,7.09,2.95,2.87,2.47,2.78,4.32,1.37,2.71,3.35,1.35,2.39
2026-04-18 11:00:00,24.74,7.63,7.94,2.59,2.58,2.81,2.83,4.09,1.42,2.12,4.19,1.44,2.31
2026-04-18 12:00:00,26.17,8.38,7.97,2.96,2.47,2.9,2.59,4.92,1.25,2.21,4.5,1.28,2.19
2026-04-18 13:00:00,26.99,8.71,7.98,2.94,2.82,2.84,2.8,4.9,1.62,2.19,4.26,1.41,2.32
2026-04-18 14:00:00,27.73,9.14,8.7,3.27,2.42,3.26,2.66,5.76,1.25,2.13,5.04,1.18,2.47
2026-04-18 15:00:00,28.92,10.09,9.18,3.55,3.07,3.48,2.62,5.78,1.55,2.76,5.6,1.17,2.41
2026-04-18 16:00:00,30.72,10.77,8.99,3.8,3.11,3.42,2.34,6.42,1.6,2.75,5.89,1.19,1.91
2026-04-18 17:00:00,30.61,10.55,9.12,3.75,3.01,3.44,2.57,6.3,1.5,2.74,5.67,1.24,2.22
2026-04-18 18:00:00,27.79,9.34,8.71,3.33,2.56,3.21,2.67,5.75,1.31,2.28,5.14,1.32,2.25
2026-04-18 19:00:00,25.86,8.39,7.18,3.08,1.65,2.85,1.48,6.1,0.87,1.42,5.18,0.7,1.3
2026-04-18 20:00:00,24.53,7.03,7,2.53,1.51,2.76,1.38,4.98,0.85,1.2,5.19,0.74,1.06
2026-04-18 21:00:00,22.24,6.37,6.51,2.27,1.47,2.5,1.6,4.4,0.84,1.14,4.38,0.81,1.33
2026-04-18 22:00:00,21.63,6.25,5.8,2.27,1.45,2.22,1.55,4.21,0.74,1.29,3.7,0.71,1.39
2026-04-18 23:00:00,19.24,4.5,4.05,1.71,0.58,1.67,0.6,3.7,0.3,0.5,3.23,0.28,0.55
2026-04-19 00:00:00,18.52,4.67,4.01,1.76,0.66,1.67,0.51,3.76,0.34,0.58,3.33,0.25,0.43
2026-04-19 01:00:00,17.26,4.44,4.08,1.67,0.61,1.68,0.56,3.6,0.33,0.5,3.34,0.29,0.45
2026-04-19 02:00:00,18.09,4.74,4.19,1.81,0.59,1.72,0.57,3.9,0.28,0.56,3.44,0.31,0.43
2026-04-19 03:00:00,18.58,4.62,4.05,1.76,0.58,1.67,0.55,3.79,0.28,0.55,3.33,0.28,0.44
2026-04-19 04:00:00,17.42,4.28,4.32,1.6,0.63,1.79,0.55,3.41,0.34,0.53,3.6,0.29,0.43
2026-04-19 05:00:00,18.78,4.81,4.27,1.81,0.64,1.77,0.54,3.93,0.35,0.53,3.56,0.29,0.42
2026-04-19 06:00:00,20.35,5.62,5.38,2,1.4,2.09,1.3,3.7,0.76,1.16,3.62,0.61,1.15
2026-04-19 07:00:00,20.75,5.83,5.48,2.11,1.57,2.08,1.37,3.58,0.74,1.5,3.68,0.74,1.06
2026-04-19 08:00:00,24.06,7.79,7.19,2.58,2.99,2.6,2.43,3.69,1.65,2.45,3.91,1.17,2.1
2026-04-19 09:00:00,25.02,7.82,7.38,2.68,2.55,2.58,2.65,4.31,1.38,2.13,3.9,1.4,2.08
2026-04-19 10:00:00,24.4,7.85,6.87,2.7,2.69,2.47,2.39,4.1,1.4,2.35,3.64,1.14,2.09
2026-04-19 11:00:00,25.58,8.28,7.21,2.92,2.84,2.61,2.39,4.21,1.33,2.74,4.02,1.2,2
2026-04-19 12:00:00,26.37,8.44,8.04,2.83,2.84,2.87,2.81,4.61,1.64,2.19,4.3,1.41,2.33
2026-04-19 13:00:00,27.31,9.41,8.26,3.24,2.84,3.05,2.66,5.55,1.59,2.27,4.63,1.2,2.43
2026-04-19 14:00:00,30.05,9.85,9.74,3.52,2.75,3.6,2.88,5.97,1.37,2.51,5.92,1.49,2.33
2026-04-19 15:00:00,28.42,9.75,8.56,3.38,3.06,3.13,2.6,5.53,1.64,2.59,5.14,1.37,2.04
2026-04-19 16:00:00,30.45,10.67,9.48,3.77,2.79,3.61,2.46,6.86,1.54,2.27,6.21,1.24,2.03
2026-04-19 17:00:00,29.39,10.38,8.41,3.72,2.75,3.17,2.34,6.51,1.38,2.49,5.27,1.15,1.99
2026-04-19 18:00:00,29.47,10.81,9.19,3.82,2.78,3.38,2.67,7.02,1.54,2.25,5.72,1.47,2.01
2026-04-19 19:00:00,24.88,7.62,6.87,2.75,1.52,2.69,1.5,5.58,0.89,1.16,4.88,0.75,1.24
2026-04-19 20:00:00,25.29,7.3,7.07,2.66,1.66,2.74,1.64,4.97,0.84,1.49,4.88,0.82,1.37
2026-04-19 21:00:00,23.32,7.55,6.09,2.74,1.73,2.4,1.36,5.14,0.9,1.51,4.23,0.62,1.23
2026-04-19 22:00:00,22.11,6.52,5.81,2.38,1.6,2.21,1.5,4.23,0.77,1.52,3.82,0.76,1.23
2026-04-19 23:00:00,17.92,4.25,4.24,1.6,0.57,1.76,0.58,3.46,0.3,0.49,3.46,0.27,0.51
2026-04-20 00:00:00,20.82,5.8,5.31,2.1,1.45,2.05,1.23,3.74,0.72,1.34,3.68,0.64,0.98
2026-04-20 01:00:00,20.26,5.78,5.14,2.09,1.32,1.95,1.37,3.94,0.69,1.15,3.31,0.68,1.15
2026-04-20 02:00:00,21.47,5.78,5.41,2.06,1.35,2.05,1.44,3.96,0.77,1.05,3.49,0.72,1.2
2026-04-20 03:00:00,20.39,5.35,5.25,1.93,1.31,2,1.39,3.53,0.68,1.15,3.36,0.66,1.22
2026-04-20 04:00:00,20.6,5.8,5,2.1,1.42,1.91,1.34,3.8,0.72,1.28,3.18,0.62,1.2
2026-04-20 05:00:00,20.05,5.53,5.03,2.01,1.32,1.97,1.13,3.65,0.65,1.24,3.52,0.55,0.96
2026-04-20 06:00:00,25.78,8.51,7.94,2.9,3.33,2.72,3.16,3.8,1.65,3.06,3.73,1.59,2.61
2026-04-20 07:00:00,27.1,9.14,8.33,3.06,3.52,2.91,3.34,4.27,1.86,3.01,3.78,1.52,3.03
2026-04-20 08:00:00,35.06,13.17,12.17,4.06,6.22,3.95,6.11,4.82,3.61,4.74,3.84,2.78,5.55
2026-04-20 09:00:00,32.52,12.03,11.03,3.81,5.72,3.54,5.25,4.16,3.11,4.76,4.07,2.68,4.28
2026-04-20 10:00:00,33.67,12.66,11.82,3.97,5.94,3.79,5.7,4.58,3.33,4.76,4.24,2.87,4.71
2026-04-20 11:00:00,36.46,13.55,12.61,4.3,6.21,4.04,6.25,5.07,3.44,5.04,4.21,3.04,5.36
2026-04-20 12:00:00,35.72,13.59,11.83,4.29,6.13,3.79,5.75,5.28,3.47,4.84,4.16,2.87,4.8
2026-04-20 13:00:00,37,14.47,12.34,4.98,6.17,4.14,5.49,5.53,2.79,6.14,4.93,2.6,4.81
2026-04-20 14:00:00,37.63,14.38,13.48,4.73,5.73,4.55,5.98,6.52,3.14,4.72,5.38,2.78,5.32
2026-04-20 15:00:00,39.49,15.59,14.36,5.41,5.89,4.92,5.5,7.16,2.78,5.65,7.16,2.95,4.25
2026-04-20 16:00:00,43.04,17.41,14.5,5.91,6.63,4.85,5.94,8.12,3.38,5.91,6.73,3.21,4.56
2026-04-20 17:00:00,40.71,15.49,14.89,5.3,5.89,5.04,6.08,7.17,2.91,5.41,6.87,3.16,4.87
2026-04-20 18:00:00,41.1,15.54,15.48,5.06,6.46,5.25,6.42,6.71,3.56,5.27,6.94,3.23,5.31
2026-04-20 19:00:00,30.9,10.49,10.3,3.62,3.18,3.67,3.55,6.15,1.76,2.58,5.6,1.83,2.88
2026-04-20 20:00:00,31.53,11.57,10.03,4.1,3.63,3.61,3.29,6.41,1.76,3.41,5.68,1.71,2.64
2026-04-20 21:00:00,30.62,10.74,9.34,3.81,3.29,3.43,2.89,6.07,1.61,3.06,5.51,1.47,2.37
2026-04-20 22:00:00,29.6,10.21,9.25,3.43,3.57,3.33,3.11,5.34,1.98,2.88,5.1,1.55,2.59
2026-04-20 23:00:00,20.15,5.7,4.86,2.1,1.27,1.89,1.17,3.88,0.6,1.21,3.27,0.55,1.03
2026-04-21 00:00:00,20.17,5.61,5.28,2,1.34,2.01,1.36,3.78,0.74,1.09,3.46,0.67,1.15
2026-04-21 01:00:00,20.49,5.7,5.24,2.1,1.35,2.02,1.34,3.74,0.62,1.33,3.42,0.62,1.19
2026-04-21 02:00:00,19.84,5.55,5.39,2,1.28,2.05,1.38,3.78,0.68,1.09,3.56,0.71,1.12
2026-04-21 03:00:00,20.14,5.3,5.33,1.92,1.2,2.05,1.33,3.64,0.63,1.03,3.54,0.63,1.15
2026-04-21 04:00:00,20.22,5.71,5.26,2.06,1.3,2,1.35,3.92,0.69,1.1,3.46,0.69,1.1
2026-04-21 05:00:00,20.08,5.56,5.29,2.04,1.38,2.02,1.35,3.58,0.64,1.34,3.47,0.66,1.15
2026-04-21 06:00:00,26.81,9.04,7.82,2.97,3.66,2.73,3.03,4.02,1.99,3.02,3.75,1.47,2.6
2026-04-21 07:00:00,25.32,8.71,7.34,3,3.33,2.48,2.97,3.98,1.61,3.12,3.44,1.58,2.32
2026-04-21 08:00:00,35.14,13.67,11.65,4.57,6.29,3.7,5.59,4.68,3,5.99,4.3,2.94,4.42
2026-04-21 09:00:00,34.33,12.95,11.58,4.28,5.97,3.81,5.66,4.5,2.93,5.52,3.84,2.54,5.21
2026-04-21 10:00:00,34.81,13.71,10.79,4.54,6.43,3.42,5.24,4.55,3.11,6.04,3.86,2.71,4.21
2026-04-21 11:00:00,37.15,14.81,12.27,4.83,6.61,3.96,5.83,5.63,3.46,5.73,4.51,2.93,4.82
2026-04-21 12:00:00,35.3,13.92,12,4.53,5.97,4,5.17,5.7,3.22,5,5.15,2.65,4.19
2026-04-21 13:00:00,36.48,13.86,12.7,4.57,5.82,4.25,5.66,5.78,3.06,5.01,5.07,2.71,4.92
2026-04-21 14:00:00,39.81,16.42,13.73,5.43,6.83,4.78,5.66,6.93,3.58,5.91,5.98,2.54,5.21
2026-04-21 15:00:00,38.52,15.42,13.57,5.01,6.53,4.74,5.22,6.46,3.58,5.38,6.55,2.53,4.48
2026-04-21 16:00:00,40.77,16.33,14.39,5.68,5.96,4.93,5.68,7.8,2.83,5.69,6.87,2.91,4.61
2026-04-21 17:00:00,42.15,17.11,14.67,5.76,6.8,5.1,5.98,7.57,3.46,6.08,6.54,2.75,5.39
2026-04-21 18:00:00,39.76,15.77,14.33,5.1,6.21,5.01,5.53,7.44,3.61,4.72,6.88,2.65,4.79
2026-04-21 19:00:00,30.72,10.79,9.83,3.8,3.5,3.55,3.26,5.83,1.71,3.26,5.48,1.63,2.72
2026-04-21 20:00:00,30.37,11.01,9.39,3.74,3.58,3.39,3.01,6.14,2.02,2.85,5.43,1.6,2.36
2026-04-21 21:00:00,29.3,9.82,9.13,3.42,3.25,3.3,3.31,5.25,1.64,2.93,4.58,1.46,3.1
2026-04-21 22:00:00,29.65,10.56,9.61,3.58,3.54,3.43,3.48,5.73,1.97,2.86,4.9,1.63,3.07
2026-04-21 23:00:00,19.93,5.57,4.97,2.05,1.26,1.93,1.17,3.76,0.6,1.21,3.39,0.57,1.01
2026-04-22 00:00:00,20.28,5.93,5.14,2.16,1.37,1.95,1.34,4,0.69,1.24,3.36,0.68,1.1
2026-04-22 01:00:00,20.74,5.94,4.95,2.12,1.51,1.91,1.28,3.83,0.79,1.32,3.2,0.56,1.19
2026-04-22 02:00:00,20.19,5.92,5.03,2.13,1.44,1.91,1.28,3.92,0.75,1.25,3.34,0.67,1.01
2026-04-22 03:00:00,20.63,5.79,5.4,2.09,1.34,2.11,1.27,3.93,0.71,1.15,3.68,0.59,1.13
2026-04-22 04:00:00,20.15,6.06,5.06,2.21,1.43,1.96,1.24,4.04,0.7,1.32,3.4,0.59,1.07
2026-04-22 05:00:00,20.48,5.44,5.22,1.97,1.33,2.04,1.19,3.57,0.67,1.2,3.63,0.58,1.02
2026-04-22 06:00:00,26.36,9.26,7.62,3.18,3.5,2.61,2.99,4.3,1.71,3.25,3.66,1.55,2.41
2026-04-22 07:00:00,26.82,8.59,7.96,2.76,3.42,2.69,3.35,4.01,2.01,2.57,3.5,1.69,2.78
